,TEAM,Team_id,year,month,FGA,FG_P,3PA,3P_P,OFFRTG,DEFRTG,REB_P,AST/TO,PACE
1519,Sacramento Kings,Sacramento Kings_1_2018,2018,1,85.7,45.8,23.4,39.1,103.7,111.0,48.8,1.46,97.64
1520,Orlando Magic,Orlando Magic_1_2018,2018,1,86.8,46.4,29.2,34.6,110.3,112.6,49.6,1.68,97.77
1521,Dallas Mavericks,Dallas Mavericks_1_2018,2018,1,86.3,43.5,32.0,34.8,106.5,108.3,46.3,2.17,95.72
1522,Detroit Pistons,Detroit Pistons_1_2018,2018,1,87.9,45.7,27.6,37.2,106.3,110.3,49.4,1.89,97.45
1523,Houston Rockets,Houston Rockets_2_2018,2018,2,82.1,47.1,40.7,36.9,118.0,103.5,49.4,1.77,95.54
1524,Toronto Raptors,Toronto Raptors_2_2018,2018,2,88.0,49.9,35.9,38.7,119.2,103.7,49.0,2.34,97.71
1525,Utah Jazz,Utah Jazz_2_2018,2018,2,81.7,47.3,26.7,38.4,110.0,101.4,53.7,1.52,96.45
1526,Golden State Warriors,Golden State Warriors_2_2018,2018,2,83.3,52.6,29.9,42.2,116.9,106.3,50.5,1.85,100.91
1527,New Orleans Pelicans,New Orleans Pelicans_2_2018,2018,2,99.0,46.7,28.6,34.6,108.6,107.1,49.6,1.89,104.54
1528,Philadelphia 76ers,Philadelphia 76ers_2_2018,2018,2,85.2,46.1,29.5,36.6,108.3,102.2,51.2,1.66,97.82
1529,Denver Nuggets,Denver Nuggets_2_2018,2018,2,89.8,50.1,32.2,39.4,119.1,116.9,50.9,2.16,100.35
1530,Los Angeles Clippers,Los Angeles Clippers_2_2018,2018,2,87.0,48.9,27.2,34.2,111.7,108.7,52.3,1.6,101.7
1531,Los Angeles Lakers,Los Angeles Lakers_2_2018,2018,2,89.9,48.2,30.4,40.1,112.8,106.8,52.4,1.59,101.0
1532,Washington Wizards,Washington Wizards_2_2018,2018,2,86.7,48.6,27.2,35.0,111.4,109.2,52.2,1.95,96.74
1533,Boston Celtics,Boston Celtics_2_2018,2018,2,87.9,45.5,30.4,39.2,111.0,109.4,50.7,1.95,97.31
1534,Cleveland Cavaliers,Cleveland Cavaliers_2_2018,2018,2,87.6,48.9,33.1,38.4,113.0,112.9,49.4,1.9,98.67
1535,Minnesota Timberwolves,Minnesota Timberwolves_2_2018,2018,2,86.5,49.6,24.3,38.3,116.5,112.6,50.2,1.9,98.23
1536,Portland Trail Blazers,Portland Trail Blazers_2_2018,2018,2,88.0,44.8,29.7,35.4,108.5,107.9,49.0,1.52,96.84
1537,Charlotte Hornets,Charlotte Hornets_2_2018,2018,2,87.8,46.1,30.3,40.9,112.6,113.6,49.0,2.09,97.12
1538,Indiana Pacers,Indiana Pacers_2_2018,2018,2,87.9,46.3,25.3,35.5,108.8,106.7,51.6,1.56,99.33
1539,Detroit Pistons,Detroit Pistons_2_2018,2018,2,87.3,44.7,28.3,33.9,107.2,108.4,50.5,1.79,98.17
1540,Milwaukee Bucks,Milwaukee Bucks_2_2018,2018,2,83.2,45.7,24.6,33.6,105.8,106.9,47.9,1.44,96.45
1541,Oklahoma City Thunder,Oklahoma City Thunder_2_2018,2018,2,89.2,43.8,32.8,33.8,109.1,111.6,51.0,1.59,97.69
1542,Atlanta Hawks,Atlanta Hawks_2_2018,2018,2,85.3,43.2,32.4,32.0,103.2,107.3,47.7,1.51,99.82
1543,Dallas Mavericks,Dallas Mavericks_2_2018,2018,2,87.3,45.0,36.8,35.9,107.7,112.1,47.7,1.87,97.09
1544,Miami Heat,Miami Heat_2_2018,2018,2,88.9,44.2,28.8,35.4,108.1,107.6,50.3,1.75,96.89
1545,Orlando Magic,Orlando Magic_2_2018,2018,2,83.6,46.3,29.5,36.9,107.6,112.3,48.1,1.69,97.73
1546,San Antonio Spurs,San Antonio Spurs_2_2018,2018,2,88.7,47.5,24.1,33.2,112.3,111.1,51.1,2.06,97.94
1547,Chicago Bulls,Chicago Bulls_2_2018,2018,2,88.0,43.1,29.1,33.0,101.7,111.8,51.2,1.67,99.8
1548,Sacramento Kings,Sacramento Kings_2_2018,2018,2,88.2,46.4,26.3,38.1,106.9,114.5,48.2,1.79,96.5
1549,Brooklyn Nets,Brooklyn Nets_2_2018,2018,2,89.8,43.8,39.5,35.2,106.8,113.6,46.1,2.01,97.91
1550,New York Knicks,New York Knicks_2_2018,2018,2,91.5,44.2,25.3,27.3,102.9,111.7,52.0,1.48,99.55
1551,Phoenix Suns,Phoenix Suns_2_2018,2018,2,89.4,43.0,26.9,30.4,99.9,116.3,47.4,1.45,102.0
1552,Memphis Grizzlies,Memphis Grizzlies_2_2018,2018,2,83.4,41.7,24.5,32.7,96.8,110.9,50.7,1.25,97.45
1553,Houston Rockets,Houston Rockets_3_2018,2018,3,85.5,45.9,42.4,36.6,115.0,103.7,49.2,1.71,96.79
1554,Philadelphia 76ers,Philadelphia 76ers_3_2018,2018,3,88.0,48.2,32.4,38.0,111.9,102.3,51.6,2.02,101.47
1555,Portland Trail Blazers,Portland Trail Blazers_3_2018,2018,3,88.8,45.0,31.7,35.3,113.1,104.7,52.1,1.81,97.13
1556,Utah Jazz,Utah Jazz_3_2018,2018,3,82.5,46.8,30.9,34.3,109.3,97.5,52.7,1.59,96.66
1557,Toronto Raptors,Toronto Raptors_3_2018,2018,3,86.6,47.2,34.3,37.0,114.9,110.3,50.9,1.95,96.59
1558,Indiana Pacers,Indiana Pacers_3_2018,2018,3,86.3,44.9,23.1,35.4,106.1,103.4,50.0,1.55,94.31
1559,Boston Celtics,Boston Celtics_3_2018,2018,3,84.7,45.3,26.9,42.0,107.2,103.7,51.3,1.52,96.08
1560,Cleveland Cavaliers,Cleveland Cavaliers_3_2018,2018,3,87.1,48.6,30.4,37.6,114.5,112.2,48.9,1.93,98.31
1561,Oklahoma City Thunder,Oklahoma City Thunder_3_2018,2018,3,89.0,46.4,31.0,37.3,111.9,107.9,49.4,1.64,99.23
1562,San Antonio Spurs,San Antonio Spurs_3_2018,2018,3,87.7,45.1,23.5,33.7,106.1,102.9,50.7,1.79,97.03
1563,Los Angeles Clippers,Los Angeles Clippers_3_2018,2018,3,87.0,48.6,23.6,38.2,112.8,110.7,51.6,1.62,99.47
1564,Miami Heat,Miami Heat_3_2018,2018,3,89.7,47.0,31.3,37.7,111.1,106.7,49.3,1.93,96.75
1565,Denver Nuggets,Denver Nuggets_3_2018,2018,3,86.8,48.6,32.5,40.8,115.6,113.1,50.4,1.79,98.61
1566,Milwaukee Bucks,Milwaukee Bucks_3_2018,2018,3,85.9,49.6,25.1,38.2,113.4,112.0,48.0,1.84,98.32
1567,New Orleans Pelicans,New Orleans Pelicans_3_2018,2018,3,90.3,47.9,23.1,35.3,106.0,106.3,49.3,1.97,101.4
1568,Golden State Warriors,Golden State Warriors_3_2018,2018,3,84.6,47.3,25.1,36.4,106.9,107.1,48.5,1.8,97.32
1569,Detroit Pistons,Detroit Pistons_3_2018,2018,3,87.9,44.8,29.3,36.8,105.0,105.0,49.2,1.65,96.39
1570,Los Angeles Lakers,Los Angeles Lakers_3_2018,2018,3,86.6,46.7,32.8,36.0,109.5,108.3,50.7,1.68,100.77
1571,Minnesota Timberwolves,Minnesota Timberwolves_3_2018,2018,3,85.5,47.4,22.6,37.4,110.6,113.0,49.6,1.66,98.15
1572,Washington Wizards,Washington Wizards_3_2018,2018,3,84.3,46.8,25.7,39.2,107.7,109.2,51.4,1.8,95.44
1573,Charlotte Hornets,Charlotte Hornets_3_2018,2018,3,86.4,45.7,26.1,35.5,111.0,112.3,50.4,1.79,99.51
1574,Sacramento Kings,Sacramento Kings_3_2018,2018,3,88.5,44.7,26.2,35.8,104.2,109.1,50.1,1.8,95.23
1575,Brooklyn Nets,Brooklyn Nets_3_2018,2018,3,87.1,44.9,35.5,38.0,111.1,114.3,48.6,1.78,98.57
1576,Chicago Bulls,Chicago Bulls_3_2018,2018,3,89.3,41.8,32.9,33.2,103.2,112.7,50.7,1.63,97.93
1577,Dallas Mavericks,Dallas Mavericks_3_2018,2018,3,87.4,44.6,31.3,37.0,105.6,107.7,49.4,1.87,97.88
1578,Orlando Magic,Orlando Magic_3_2018,2018,3,85.4,42.6,29.9,33.2,99.3,104.9,48.1,1.48,97.21
1579,New York Knicks,New York Knicks_3_2018,2018,3,91.3,46.2,26.1,34.0,107.3,114.6,49.1,1.74,98.42
1580,Memphis Grizzlies,Memphis Grizzlies_3_2018,2018,3,85.5,44.2,25.6,35.9,102.0,113.6,49.2,1.55,96.5
1581,Atlanta Hawks,Atlanta Hawks_3_2018,2018,3,86.7,43.9,33.7,36.7,102.5,113.1,50.7,1.45,100.79
1582,Phoenix Suns,Phoenix Suns_3_2018,2018,3,88.0,43.8,29.1,33.8,99.6,113.9,48.4,1.28,101.71
1583,Philadelphia 76ers,Philadelphia 76ers_4_2018,2018,4,94.0,50.6,31.7,40.5,116.5,102.2,54.0,2.52,103.64
1584,Denver Nuggets,Denver Nuggets_4_2018,2018,4,87.7,45.8,31.8,33.0,112.2,107.5,51.7,1.97,95.11
1585,New Orleans Pelicans,New Orleans Pelicans_4_2018,2018,4,89.7,50.7,30.3,38.5,114.1,100.5,49.1,2.16,103.67
1586,Utah Jazz,Utah Jazz_4_2018,2018,4,85.0,50.2,30.3,37.9,115.1,98.0,54.1,1.81,98.5
1587,Oklahoma City Thunder,Oklahoma City Thunder_4_2018,2018,4,89.0,43.6,36.0,34.4,113.4,104.7,53.6,1.61,101.7
1588,Cleveland Cavaliers,Cleveland Cavaliers_4_2018,2018,4,84.2,46.9,31.0,41.9,114.3,110.4,50.9,1.64,99.33
1589,Toronto Raptors,Toronto Raptors_4_2018,2018,4,87.8,46.5,34.3,33.0,106.9,100.2,53.3,1.83,95.02
1590,Miami Heat,Miami Heat_4_2018,2018,4,93.2,43.8,29.2,32.9,104.4,105.4,50.7,1.81,98.35
1591,Minnesota Timberwolves,Minnesota Timberwolves_4_2018,2018,4,91.4,44.6,23.8,31.9,109.0,107.5,49.3,2.21,94.82
1592,Sacramento Kings,Sacramento Kings_4_2018,2018,4,85.4,41.9,23.8,32.8,98.7,98.9,50.4,1.66,91.8
1593,Atlanta Hawks,Atlanta Hawks_4_2018,2018,4,87.7,44.3,34.0,35.3,101.8,105.9,49.8,1.66,99.0
1594,Brooklyn Nets,Brooklyn Nets_4_2018,2018,4,84.7,46.5,43.5,38.7,106.3,108.0,46.5,1.7,100.83
1595,Detroit Pistons,Detroit Pistons_4_2018,2018,4,87.3,46.4,32.8,41.6,113.1,109.0,49.6,2.11,96.25
1596,Golden State Warriors,Golden State Warriors_4_2018,2018,4,86.8,48.4,28.3,37.1,107.4,113.0,46.4,1.81,100.92
1597,Houston Rockets,Houston Rockets_4_2018,2018,4,80.0,43.1,40.7,32.4,102.4,104.9,49.1,1.19,95.67
1598,Indiana Pacers,Indiana Pacers_4_2018,2018,4,90.3,45.9,25.5,38.6,107.0,109.7,48.3,1.96,98.08
1599,Milwaukee Bucks,Milwaukee Bucks_4_2018,2018,4,91.0,45.8,24.8,32.2,106.9,108.8,49.4,1.94,100.34
1600,San Antonio Spurs,San Antonio Spurs_4_2018,2018,4,87.3,45.6,22.7,32.4,109.9,109.0,47.8,2.02,94.61
1601,Orlando Magic,Orlando Magic_4_2018,2018,4,87.4,42.5,29.0,31.0,99.9,104.7,48.2,2.0,96.93
1602,Charlotte Hornets,Charlotte Hornets_4_2018,2018,4,85.6,48.4,33.4,40.7,116.4,108.6,51.5,1.72,101.7
1603,New York Knicks,New York Knicks_4_2018,2018,4,88.4,46.4,28.4,38.0,106.8,109.5,47.3,2.13,96.8
1604,Phoenix Suns,Phoenix Suns_4_2018,2018,4,85.8,46.6,28.4,34.5,106.0,108.5,50.3,1.66,100.5
1605,Boston Celtics,Boston Celtics_4_2018,2018,4,84.7,45.1,26.5,32.7,102.9,106.4,50.7,1.48,98.42
1606,Chicago Bulls,Chicago Bulls_4_2018,2018,4,88.3,45.3,31.5,40.2,104.2,112.3,49.7,1.55,100.17
1607,Portland Trail Blazers,Portland Trail Blazers_4_2018,2018,4,87.8,43.8,30.8,30.3,103.6,103.6,51.6,1.4,97.42
1608,Los Angeles Lakers,Los Angeles Lakers_4_2018,2018,4,83.6,44.6,29.7,35.6,103.9,106.4,50.0,1.37,98.04
1609,Dallas Mavericks,Dallas Mavericks_4_2018,2018,4,90.5,42.4,37.2,32.3,102.6,111.3,47.0,2.06,96.49
1610,Los Angeles Clippers,Los Angeles Clippers_4_2018,2018,4,85.2,47.6,18.3,28.2,106.8,120.5,52.1,1.64,97.33
1611,Memphis Grizzlies,Memphis Grizzlies_4_2018,2018,4,87.3,46.0,26.5,37.1,107.1,118.5,47.7,1.41,98.25
1612,Washington Wizards,Washington Wizards_4_2018,2018,4,85.3,45.1,27.5,38.2,103.4,109.9,49.6,1.65,99.42
1613,Milwaukee Bucks,Milwaukee Bucks_10_2018,2018,10,91.4,48.0,40.6,38.4,113.2,98.2,53.4,1.57,106.0
1614,Golden State Warriors,Golden State Warriors_10_2018,2018,10,89.1,52.4,31.9,41.8,120.3,107.5,51.1,2.0,104.0
1615,Toronto Raptors,Toronto Raptors_10_2018,2018,10,91.8,48.1,33.4,35.2,114.5,106.7,49.5,1.85,102.31
1616,Denver Nuggets,Denver Nuggets_10_2018,2018,10,91.6,46.0,28.3,29.3,109.3,102.1,54.0,1.76,101.77
1617,Boston Celtics,Boston Celtics_10_2018,2018,10,89.3,41.8,33.6,32.8,100.8,96.2,50.6,1.66,101.5
1618,Portland Trail Blazers,Portland Trail Blazers_10_2018,2018,10,89.3,46.9,30.6,37.4,113.9,106.4,53.2,1.32,101.14
1619,San Antonio Spurs,San Antonio Spurs_10_2018,2018,10,91.7,46.6,22.3,39.1,111.9,110.6,50.8,2.02,99.33
1620,Memphis Grizzlies,Memphis Grizzlies_10_2018,2018,10,82.7,43.5,29.0,36.8,104.9,101.5,47.9,1.73,98.67
1621,Indiana Pacers,Indiana Pacers_10_2018,2018,10,86.0,50.6,22.3,41.6,112.1,105.5,49.2,1.67,97.13
1622,Sacramento Kings,Sacramento Kings_10_2018,2018,10,90.9,49.8,25.0,40.0,109.1,108.7,47.9,1.56,107.06
1623,Detroit Pistons,Detroit Pistons_10_2018,2018,10,92.7,43.3,32.3,32.3,107.6,108.7,52.3,1.34,100.37
1624,Los Angeles Clippers,Los Angeles Clippers_10_2018,2018,10,85.9,47.8,24.4,37.4,110.5,105.5,50.5,1.32,104.57
1625,New Orleans Pelicans,New Orleans Pelicans_10_2018,2018,10,93.3,48.9,28.0,37.2,114.3,113.3,51.3,1.88,106.71
1626,Utah Jazz,Utah Jazz_10_2018,2018,10,84.7,47.0,31.6,37.6,111.0,106.4,52.6,1.47,102.86
1627,Charlotte Hornets,Charlotte Hornets_10_2018,2018,10,91.0,46.3,34.5,37.7,114.9,109.1,49.2,2.09,100.44
1628,Minnesota Timberwolves,Minnesota Timberwolves_10_2018,2018,10,92.4,44.8,28.9,38.1,111.4,114.2,48.7,1.64,103.94
1629,Philadelphia 76ers,Philadelphia 76ers_10_2018,2018,10,93.1,43.5,35.9,33.8,106.3,107.5,51.1,1.83,104.39
1630,Miami Heat,Miami Heat_10_2018,2018,10,91.4,43.6,33.9,35.4,108.9,107.6,53.6,1.37,102.71
1631,Brooklyn Nets,Brooklyn Nets_10_2018,2018,10,87.5,45.4,35.8,38.1,108.0,111.4,48.7,1.46,99.15
1632,Los Angeles Lakers,Los Angeles Lakers_10_2018,2018,10,95.8,49.5,30.1,34.9,112.4,112.5,48.9,1.79,106.24
1633,Oklahoma City Thunder,Oklahoma City Thunder_10_2018,2018,10,93.8,42.8,29.7,27.5,102.4,105.0,50.8,1.3,106.08
1634,Atlanta Hawks,Atlanta Hawks_10_2018,2018,10,88.9,43.9,37.6,36.5,100.1,107.5,46.4,1.32,108.5
1635,Orlando Magic,Orlando Magic_10_2018,2018,10,92.7,41.0,33.7,30.5,99.4,109.6,48.9,1.8,101.07
1636,Chicago Bulls,Chicago Bulls_10_2018,2018,10,87.4,46.4,30.5,39.3,108.0,116.5,47.3,1.65,100.38
1637,Dallas Mavericks,Dallas Mavericks_10_2018,2018,10,91.3,44.8,36.4,33.7,106.6,111.6,51.3,1.45,103.16
1638,New York Knicks,New York Knicks_10_2018,2018,10,91.8,43.1,30.8,36.2,105.2,109.8,51.0,1.39,100.56
1639,Houston Rockets,Houston Rockets_10_2018,2018,10,93.0,41.2,41.5,33.3,103.9,113.5,46.4,1.5,102.17
1640,Cleveland Cavaliers,Cleveland Cavaliers_10_2018,2018,10,90.1,45.2,23.0,34.8,108.9,116.5,51.7,1.42,101.07
1641,Phoenix Suns,Phoenix Suns_10_2018,2018,10,83.1,45.5,31.7,32.4,101.4,115.5,48.1,1.38,102.14
1642,Washington Wizards,Washington Wizards_10_2018,2018,10,90.0,43.3,35.4,32.3,104.4,114.3,43.3,1.45,105.57
1643,Oklahoma City Thunder,Oklahoma City Thunder_11_2018,2018,11,92.9,45.7,32.9,33.0,110.3,100.3,52.2,1.68,101.5
1644,Toronto Raptors,Toronto Raptors_11_2018,2018,11,88.5,50.1,33.9,35.4,114.8,106.8,51.6,1.61,100.87
1645,Los Angeles Clippers,Los Angeles Clippers_11_2018,2018,11,90.1,47.1,25.7,38.6,114.3,109.1,50.4,1.7,101.45
1646,Philadelphia 76ers,Philadelphia 76ers_11_2018,2018,11,85.1,47.5,29.7,36.0,110.8,107.4,51.3,1.6,102.34
1647,Los Angeles Lakers,Los Angeles Lakers_11_2018,2018,11,87.6,46.3,29.1,33.9,105.0,103.5,50.7,1.34,102.61
1648,Dallas Mavericks,Dallas Mavericks_11_2018,2018,11,81.6,47.3,32.0,37.5,110.4,104.5,51.7,1.33,99.46
1649,Detroit Pistons,Detroit Pistons_11_2018,2018,11,91.4,44.1,35.3,33.3,109.3,105.6,52.1,1.57,100.51
1650,Denver Nuggets,Denver Nuggets_11_2018,2018,11,89.1,46.8,30.7,37.0,112.3,104.7,53.2,1.92,97.1
1651,Houston Rockets,Houston Rockets_11_2018,2018,11,83.5,46.3,42.9,34.6,115.5,111.9,49.2,1.45,94.72
1652,Memphis Grizzlies,Memphis Grizzlies_11_2018,2018,11,84.0,46.7,27.4,36.7,107.7,106.3,47.2,1.78,95.32
1653,Indiana Pacers,Indiana Pacers_11_2018,2018,11,85.8,45.9,26.6,36.0,105.6,103.1,51.7,1.67,98.93
1654,Milwaukee Bucks,Milwaukee Bucks_11_2018,2018,11,91.6,49.1,40.4,34.5,116.8,108.9,52.7,1.92,102.98
1655,Orlando Magic,Orlando Magic_11_2018,2018,11,87.1,47.6,30.3,37.1,109.4,108.1,47.9,1.97,98.91
1656,Portland Trail Blazers,Portland Trail Blazers_11_2018,2018,11,91.1,44.7,32.9,34.8,110.2,110.9,51.9,1.46,100.57
1657,Charlotte Hornets,Charlotte Hornets_11_2018,2018,11,91.4,46.2,33.2,34.8,110.6,107.7,49.9,1.84,101.6
1658,Golden State Warriors,Golden State Warriors_11_2018,2018,11,87.4,47.4,28.4,36.0,110.7,111.1,51.3,1.78,98.74
1659,Minnesota Timberwolves,Minnesota Timberwolves_11_2018,2018,11,90.4,43.8,30.8,35.0,105.9,105.1,49.4,1.76,100.36
1660,Boston Celtics,Boston Celtics_11_2018,2018,11,91.1,45.6,36.7,37.1,109.5,105.9,49.9,1.9,99.62
1661,Washington Wizards,Washington Wizards_11_2018,2018,11,88.9,46.6,31.5,31.9,108.4,112.5,47.1,1.77,102.95
1662,New Orleans Pelicans,New Orleans Pelicans_11_2018,2018,11,91.2,46.9,28.7,33.1,111.5,110.6,53.2,1.65,103.75
1663,Utah Jazz,Utah Jazz_11_2018,2018,11,82.6,45.3,32.0,30.5,102.6,108.5,49.6,1.5,99.5
1664,Sacramento Kings,Sacramento Kings_11_2018,2018,11,92.7,46.3,29.3,37.3,107.6,112.1,47.9,1.76,105.19
1665,Miami Heat,Miami Heat_11_2018,2018,11,89.1,43.3,33.1,36.2,103.9,106.6,49.4,1.38,102.13
1666,Brooklyn Nets,Brooklyn Nets_11_2018,2018,11,90.4,44.2,34.1,33.9,109.6,110.3,49.4,1.58,99.88
1667,New York Knicks,New York Knicks_11_2018,2018,11,90.3,43.6,27.7,31.3,106.5,112.5,50.1,1.21,101.06
1668,San Antonio Spurs,San Antonio Spurs_11_2018,2018,11,88.9,44.3,26.0,37.4,107.1,112.9,49.5,1.85,98.73
1669,Cleveland Cavaliers,Cleveland Cavaliers_11_2018,2018,11,85.9,44.1,24.2,36.6,103.9,112.8,50.1,1.3,95.82
1670,Chicago Bulls,Chicago Bulls_11_2018,2018,11,87.1,42.9,28.4,31.7,97.5,107.0,46.7,1.38,100.96
1671,Phoenix Suns,Phoenix Suns_11_2018,2018,11,85.6,46.2,29.5,34.2,103.2,110.8,45.9,1.43,99.48
1672,Atlanta Hawks,Atlanta Hawks_11_2018,2018,11,89.5,44.1,34.9,29.6,101.1,111.7,47.2,1.33,106.0
1673,Indiana Pacers,Indiana Pacers_12_2018,2018,12,86.5,48.6,24.9,36.6,109.7,99.6,51.2,1.78,99.87
1674,Houston Rockets,Houston Rockets_12_2018,2018,12,83.8,44.7,42.6,35.7,113.4,109.1,49.7,1.46,97.23
1675,Milwaukee Bucks,Milwaukee Bucks_12_2018,2018,12,89.4,45.1,38.4,33.0,108.4,102.1,50.9,1.71,101.71
1676,San Antonio Spurs,San Antonio Spurs_12_2018,2018,12,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1677,Denver Nuggets,Denver Nuggets_12_2018,2018,12,87.7,46.0,31.2,36.4,110.5,109.3,51.5,1.89,98.07
1678,Golden State Warriors,Golden State Warriors_12_2018,2018,12,89.7,46.4,34.5,37.7,110.6,106.7,49.9,1.97,103.15
1679,Boston Celtics,Boston Celtics_12_2018,2018,12,90.9,46.9,37.7,36.7,115.5,107.7,49.8,2.08,99.98
1680,Miami Heat,Miami Heat_12_2018,2018,12,88.2,43.9,33.5,35.4,107.9,104.1,52.0,1.8,96.29
1681,Brooklyn Nets,Brooklyn Nets_12_2018,2018,12,85.7,46.3,32.7,37.1,110.1,110.4,51.5,1.62,99.17
1682,Oklahoma City Thunder,Oklahoma City Thunder_12_2018,2018,12,92.6,46.9,27.4,33.3,108.1,101.7,51.6,1.43,105.1
1683,Sacramento Kings,Sacramento Kings_12_2018,2018,12,93.5,46.6,33.4,38.7,111.3,110.8,47.1,2.02,104.5
1684,Philadelphia 76ers,Philadelphia 76ers_12_2018,2018,12,88.8,47.1,32.8,34.0,110.6,108.4,50.2,1.85,101.49
1685,Los Angeles Lakers,Los Angeles Lakers_12_2018,2018,12,89.7,48.4,34.0,35.5,110.0,106.7,51.1,1.71,104.17
1686,Portland Trail Blazers,Portland Trail Blazers_12_2018,2018,12,88.4,45.9,27.9,36.3,108.1,109.3,52.1,1.46,99.45
1687,Toronto Raptors,Toronto Raptors_12_2018,2018,12,89.9,43.8,33.1,32.3,106.7,106.0,49.4,1.73,98.12
1688,Charlotte Hornets,Charlotte Hornets_12_2018,2018,12,91.2,44.7,31.6,36.8,110.4,110.3,49.4,1.94,99.46
1689,Utah Jazz,Utah Jazz_12_2018,2018,12,86.5,47.2,32.8,37.5,109.3,100.6,53.1,1.67,100.71
1690,Atlanta Hawks,Atlanta Hawks_12_2018,2018,12,90.9,45.9,33.1,36.5,108.5,112.6,52.8,1.49,103.48
1691,Dallas Mavericks,Dallas Mavericks_12_2018,2018,12,85.9,44.6,34.3,34.1,107.9,110.2,51.4,1.43,101.62
1692,Los Angeles Clippers,Los Angeles Clippers_12_2018,2018,12,85.2,47.7,23.7,39.4,109.9,114.4,50.2,1.43,102.59
1693,Minnesota Timberwolves,Minnesota Timberwolves_12_2018,2018,12,90.6,46.1,26.4,35.4,111.6,111.7,49.7,2.12,100.47
1694,New Orleans Pelicans,New Orleans Pelicans_12_2018,2018,12,90.4,47.6,28.8,36.3,112.2,112.1,50.2,2.0,101.27
1695,Washington Wizards,Washington Wizards_12_2018,2018,12,89.5,47.7,33.2,33.9,109.6,112.1,46.1,1.92,100.61
1696,Orlando Magic,Orlando Magic_12_2018,2018,12,86.5,42.3,31.4,34.8,101.7,109.0,50.3,1.44,95.92
1697,Chicago Bulls,Chicago Bulls_12_2018,2018,12,82.9,44.6,23.7,33.7,98.7,107.1,47.3,1.26,96.93
1698,Memphis Grizzlies,Memphis Grizzlies_12_2018,2018,12,80.1,45.5,26.1,32.2,102.7,105.9,46.0,1.59,95.17
1699,Phoenix Suns,Phoenix Suns_12_2018,2018,12,91.3,45.4,28.7,34.0,104.9,112.4,48.3,1.58,99.93
1700,Detroit Pistons,Detroit Pistons_12_2018,2018,12,88.9,42.7,33.1,31.8,102.4,108.6,51.0,1.39,99.94
1701,Cleveland Cavaliers,Cleveland Cavaliers_12_2018,2018,12,87.4,44.1,27.9,33.4,105.3,116.9,49.2,1.66,95.66
1702,New York Knicks,New York Knicks_12_2018,2018,12,91.6,43.1,30.9,37.2,104.8,116.1,47.4,1.59,101.07
1703,Golden State Warriors,Golden State Warriors_1_2019,2019,1,93.8,51.3,38.2,40.0,123.8,110.4,52.7,2.58,101.99
1704,Milwaukee Bucks,Milwaukee Bucks_1_2019,2019,1,88.8,49.8,33.3,36.1,114.2,102.7,50.9,1.95,102.83
1705,Denver Nuggets,Denver Nuggets_1_2019,2019,1,91.3,48.2,32.1,35.7,117.8,111.1,54.1,2.32,97.34
1706,Boston Celtics,Boston Celtics_1_2019,2019,1,90.1,48.0,33.7,39.0,114.5,104.8,50.3,1.96,99.9
1707,Brooklyn Nets,Brooklyn Nets_1_2019,2019,1,90.5,45.6,35.7,35.6,110.7,106.9,51.8,1.48,103.18
1708,Philadelphia 76ers,Philadelphia 76ers_1_2019,2019,1,87.0,49.2,31.1,40.1,115.7,108.7,53.6,1.84,103.07
1709,Portland Trail Blazers,Portland Trail Blazers_1_2019,2019,1,90.9,48.1,30.5,37.1,117.0,108.1,52.6,2.03,99.97
1710,Utah Jazz,Utah Jazz_1_2019,2019,1,87.3,45.0,36.3,34.6,111.0,105.9,51.9,1.88,100.13
1711,San Antonio Spurs,San Antonio Spurs_1_2019,2019,1,87.0,49.4,26.1,43.5,114.5,111.7,51.1,1.91,99.39
1712,Toronto Raptors,Toronto Raptors_1_2019,2019,1,89.5,46.8,32.4,36.0,113.2,110.1,49.1,1.82,100.7
1713,Oklahoma City Thunder,Oklahoma City Thunder_1_2019,2019,1,94.6,46.7,30.2,40.4,113.4,112.2,49.0,2.06,104.14
1714,Houston Rockets,Houston Rockets_1_2019,2019,1,89.7,43.7,49.4,33.7,115.9,114.6,46.2,1.55,100.16
1715,Minnesota Timberwolves,Minnesota Timberwolves_1_2019,2019,1,91.5,44.1,30.0,32.9,110.2,109.2,51.7,1.75,100.43
1716,Washington Wizards,Washington Wizards_1_2019,2019,1,90.1,46.8,33.4,39.0,110.6,107.2,47.7,2.08,100.75
1717,Indiana Pacers,Indiana Pacers_1_2019,2019,1,90.6,46.4,25.9,35.8,110.2,112.1,49.9,2.22,98.8
1718,Miami Heat,Miami Heat_1_2019,2019,1,84.7,46.2,32.2,34.1,106.0,108.3,51.0,1.73,96.14
1719,Sacramento Kings,Sacramento Kings_1_2019,2019,1,93.1,45.3,30.4,37.5,106.7,108.5,48.8,1.9,101.46
1720,Los Angeles Clippers,Los Angeles Clippers_1_2019,2019,1,88.2,45.9,26.6,36.5,109.1,109.4,49.0,1.82,100.97
1721,Charlotte Hornets,Charlotte Hornets_1_2019,2019,1,87.9,44.0,33.6,33.8,106.7,114.0,50.5,1.62,98.79
1722,New Orleans Pelicans,New Orleans Pelicans_1_2019,2019,1,89.0,49.4,27.5,35.8,114.5,111.0,50.0,1.98,102.43
