,TEAM,Team_id,year,month,FGA,FG_P,3PA,3P_P,OFFRTG,DEFRTG,REB_P,AST/TO,PACE
527,Toronto Raptors,Toronto Raptors_3_2013,2013,3,82.7,44.8,19.8,30.3,102.8,108.4,50.4,1.24,93.21
528,Charlotte Bobcats,Charlotte Bobcats_3_2013,2013,3,80.5,42.7,18.8,30.3,101.0,113.0,46.3,1.6,91.91
529,Phoenix Suns,Phoenix Suns_3_2013,2013,3,85.0,43.4,19.5,31.7,97.3,108.7,49.4,1.33,96.87
530,Orlando Magic,Orlando Magic_3_2013,2013,3,85.8,44.4,20.4,30.9,101.9,111.6,49.3,1.51,93.91
531,Cleveland Cavaliers,Cleveland Cavaliers_3_2013,2013,3,82.4,43.6,18.7,33.6,99.7,110.1,47.9,1.48,93.61
532,Detroit Pistons,Detroit Pistons_3_2013,2013,3,79.3,43.7,20.4,33.0,99.0,115.7,48.2,1.47,90.36
533,Miami Heat,Miami Heat_4_2013,2013,4,73.3,48.8,27.9,41.0,109.4,102.2,51.9,1.38,90.72
534,Denver Nuggets,Denver Nuggets_4_2013,2013,4,87.4,48.5,18.9,37.1,111.8,102.6,52.2,1.69,98.1
535,Los Angeles Clippers,Los Angeles Clippers_4_2013,2013,4,82.4,50.1,21.5,37.8,116.3,105.4,51.9,2.24,90.75
536,Los Angeles Lakers,Los Angeles Lakers_4_2013,2013,4,78.0,45.5,24.5,32.7,108.2,104.3,53.1,1.56,91.74
537,New York Knicks,New York Knicks_4_2013,2013,4,84.5,47.2,30.5,40.0,115.3,106.8,49.2,1.75,89.07
538,Brooklyn Nets,Brooklyn Nets_4_2013,2013,4,81.3,47.4,20.9,36.2,110.5,102.6,51.1,1.47,93.17
539,Memphis Grizzlies,Memphis Grizzlies_4_2013,2013,4,79.7,43.8,13.0,31.6,101.5,94.3,49.7,1.85,88.56
540,Toronto Raptors,Toronto Raptors_4_2013,2013,4,77.7,46.9,15.9,37.1,107.4,102.4,52.2,1.55,91.06
541,Oklahoma City Thunder,Oklahoma City Thunder_4_2013,2013,4,82.5,47.4,20.9,37.7,111.5,100.9,51.2,1.65,92.19
542,Detroit Pistons,Detroit Pistons_4_2013,2013,4,80.3,49.4,18.0,36.1,111.4,105.9,52.3,1.41,93.31
543,Golden State Warriors,Golden State Warriors_4_2013,2013,4,86.0,46.9,19.9,43.4,105.7,103.3,52.1,1.61,98.13
544,Utah Jazz,Utah Jazz_4_2013,2013,4,79.8,46.6,19.0,38.2,104.3,103.2,50.0,1.82,90.19
545,Dallas Mavericks,Dallas Mavericks_4_2013,2013,4,85.9,46.7,18.4,36.7,105.5,104.1,47.2,2.0,92.81
546,Houston Rockets,Houston Rockets_4_2013,2013,4,84.7,45.5,30.2,34.6,108.6,105.3,50.4,1.51,97.21
547,Chicago Bulls,Chicago Bulls_4_2013,2013,4,81.1,44.0,19.2,39.6,103.9,105.2,50.4,1.8,89.91
548,Minnesota Timberwolves,Minnesota Timberwolves_4_2013,2013,4,82.4,44.8,18.5,34.1,103.5,104.1,47.3,1.86,96.1
549,Charlotte Bobcats,Charlotte Bobcats_4_2013,2013,4,78.6,45.0,17.2,32.3,100.7,107.9,51.1,1.29,92.28
550,Philadelphia 76ers,Philadelphia 76ers_4_2013,2013,4,86.1,42.6,19.0,36.3,101.2,103.9,47.1,1.63,93.61
551,Atlanta Hawks,Atlanta Hawks_4_2013,2013,4,82.1,46.0,22.0,30.1,103.7,105.5,48.1,1.81,95.44
552,Boston Celtics,Boston Celtics_4_2013,2013,4,81.1,49.3,17.6,37.6,106.7,107.7,45.9,1.54,93.75
553,San Antonio Spurs,San Antonio Spurs_4_2013,2013,4,84.2,43.9,20.7,32.3,97.7,101.3,49.3,1.66,97.22
554,Milwaukee Bucks,Milwaukee Bucks_4_2013,2013,4,88.8,42.8,27.6,38.0,102.2,103.2,48.8,1.58,96.3
555,Indiana Pacers,Indiana Pacers_4_2013,2013,4,76.1,44.5,21.9,26.8,102.8,112.3,49.7,1.19,90.64
556,Phoenix Suns,Phoenix Suns_4_2013,2013,4,84.5,46.2,19.9,38.4,104.7,110.6,49.3,1.41,96.94
557,Washington Wizards,Washington Wizards_4_2013,2013,4,81.2,43.9,17.0,36.6,100.8,105.6,48.3,1.42,93.17
558,Cleveland Cavaliers,Cleveland Cavaliers_4_2013,2013,4,84.5,43.2,15.5,30.3,101.0,107.5,51.4,1.54,92.6
559,New Orleans Hornets,New Orleans Hornets_4_2013,2013,4,82.0,41.3,16.5,30.3,100.8,110.5,53.0,1.19,91.88
560,Orlando Magic,Orlando Magic_4_2013,2013,4,87.0,43.0,13.5,31.5,97.9,107.8,50.4,1.46,93.16
561,Sacramento Kings,Sacramento Kings_4_2013,2013,4,88.1,43.3,23.8,33.7,105.0,110.9,49.2,1.65,98.13
562,Portland Trail Blazers,Portland Trail Blazers_4_2013,2013,4,80.9,44.5,22.8,32.2,100.0,112.6,47.4,1.47,93.22
563,Cleveland Cavaliers,Cleveland Cavaliers_10_2013,2013,10,84.0,41.7,15.0,33.3,105.4,101.1,55.7,1.5,93.0
564,Dallas Mavericks,Dallas Mavericks_10_2013,2013,10,77.0,57.1,24.0,45.8,114.6,104.8,54.4,1.55,103.5
565,Detroit Pistons,Detroit Pistons_10_2013,2013,10,78.0,50.0,24.0,37.5,115.3,104.1,55.1,1.26,98.0
566,Houston Rockets,Houston Rockets_10_2013,2013,10,76.0,47.4,25.0,36.0,105.5,90.2,56.2,0.89,91.5
567,Indiana Pacers,Indiana Pacers_10_2013,2013,10,70.5,45.4,20.0,42.5,103.2,95.2,48.0,0.92,93.0
568,Minnesota Timberwolves,Minnesota Timberwolves_10_2013,2013,10,100.0,42.0,25.0,32.0,107.1,101.8,49.1,1.8,101.89
569,Oklahoma City Thunder,Oklahoma City Thunder_10_2013,2013,10,81.0,40.7,19.0,31.6,100.0,97.0,48.5,0.64,101.0
570,Philadelphia 76ers,Philadelphia 76ers_10_2013,2013,10,80.0,53.8,21.0,38.1,111.8,108.9,55.6,1.33,101.5
571,Phoenix Suns,Phoenix Suns_10_2013,2013,10,83.0,51.8,19.0,21.1,108.3,96.8,57.4,1.2,95.0
572,Sacramento Kings,Sacramento Kings_10_2013,2013,10,81.0,40.7,21.0,38.1,97.8,94.6,45.8,0.93,92.5
573,San Antonio Spurs,San Antonio Spurs_10_2013,2013,10,76.0,52.6,20.0,55.0,106.3,98.9,46.9,1.67,95.0
574,Toronto Raptors,Toronto Raptors_10_2013,2013,10,86.0,44.2,17.0,29.4,101.1,94.6,58.5,0.83,92.0
575,Chicago Bulls,Chicago Bulls_10_2013,2013,10,79.5,41.5,21.0,23.8,94.7,98.9,50.5,1.13,94.25
576,Golden State Warriors,Golden State Warriors_10_2013,2013,10,81.0,53.1,24.0,56.3,113.2,104.3,49.7,1.5,105.75
577,Los Angeles Clippers,Los Angeles Clippers_10_2013,2013,10,84.0,49.4,24.5,34.7,111.7,112.1,48.7,1.54,102.75
578,Los Angeles Lakers,Los Angeles Lakers_10_2013,2013,10,91.0,42.3,23.5,46.8,103.4,112.3,51.5,1.17,101.5
579,Miami Heat,Miami Heat_10_2013,2013,10,78.5,50.3,30.0,45.0,108.5,104.5,47.4,1.44,100.0
580,New York Knicks,New York Knicks_10_2013,2013,10,78.5,42.7,18.5,32.4,92.4,90.2,49.4,1.0,92.0
581,Atlanta Hawks,Atlanta Hawks_10_2013,2013,10,76.0,48.7,24.0,33.3,104.8,114.6,45.6,1.59,103.5
582,Boston Celtics,Boston Celtics_10_2013,2013,10,66.0,48.5,13.0,23.1,94.6,101.1,41.5,0.68,92.0
583,Brooklyn Nets,Brooklyn Nets_10_2013,2013,10,82.0,40.2,24.0,37.5,101.1,105.4,44.3,1.6,93.0
584,Charlotte Bobcats,Charlotte Bobcats_10_2013,2013,10,90.0,36.7,10.0,40.0,90.2,105.5,43.8,1.75,91.5
585,Denver Nuggets,Denver Nuggets_10_2013,2013,10,79.0,43.0,15.0,33.3,94.6,97.8,54.2,1.0,92.5
586,Memphis Grizzlies,Memphis Grizzlies_10_2013,2013,10,93.0,41.9,15.0,53.3,98.9,106.3,53.1,1.71,95.0
587,Milwaukee Bucks,Milwaukee Bucks_10_2013,2013,10,74.0,45.9,16.0,31.3,88.3,95.7,50.0,0.79,94.0
588,New Orleans Pelicans,New Orleans Pelicans_10_2013,2013,10,85.0,40.0,11.0,45.5,97.8,103.3,53.7,1.13,92.0
589,Orlando Magic,Orlando Magic_10_2013,2013,10,96.5,43.0,23.0,41.3,97.6,105.3,50.7,1.03,98.14
590,Portland Trail Blazers,Portland Trail Blazers_10_2013,2013,10,81.0,40.7,26.0,30.8,96.8,108.3,42.6,1.36,95.0
591,Utah Jazz,Utah Jazz_10_2013,2013,10,79.0,45.6,22.0,27.3,97.0,100.0,51.5,1.14,101.0
592,Washington Wizards,Washington Wizards_10_2013,2013,10,78.0,43.6,25.0,40.0,104.1,115.3,44.9,1.35,98.0
593,Indiana Pacers,Indiana Pacers_11_2013,2013,11,80.5,44.9,20.0,36.1,104.1,91.6,52.5,1.3,92.49
594,Portland Trail Blazers,Portland Trail Blazers_11_2013,2013,11,85.7,45.6,23.5,42.3,109.9,103.6,51.6,1.62,94.64
595,Miami Heat,Miami Heat_11_2013,2013,11,74.6,51.3,19.6,40.9,111.7,100.3,48.7,1.59,93.54
596,San Antonio Spurs,San Antonio Spurs_11_2013,2013,11,83.5,48.6,20.9,38.3,105.4,94.9,49.7,1.68,96.59
597,Oklahoma City Thunder,Oklahoma City Thunder_11_2013,2013,11,82.6,45.2,18.8,31.8,104.5,99.8,51.8,1.31,97.63
598,Los Angeles Clippers,Los Angeles Clippers_11_2013,2013,11,81.9,47.4,24.1,34.5,109.9,103.8,51.3,1.68,95.54
599,Houston Rockets,Houston Rockets_11_2013,2013,11,77.6,49.0,27.2,38.2,110.5,104.4,52.3,1.19,97.85
600,Denver Nuggets,Denver Nuggets_11_2013,2013,11,86.0,45.4,21.6,38.4,106.8,104.8,50.0,1.51,99.0
601,Golden State Warriors,Golden State Warriors_11_2013,2013,11,81.6,46.1,22.8,40.9,102.3,99.5,51.0,1.32,96.33
602,Los Angeles Lakers,Los Angeles Lakers_11_2013,2013,11,85.5,44.0,26.1,40.6,102.2,102.6,48.0,1.64,98.0
603,Memphis Grizzlies,Memphis Grizzlies_11_2013,2013,11,79.3,45.9,13.6,30.9,102.3,104.4,50.4,1.54,90.21
604,Atlanta Hawks,Atlanta Hawks_11_2013,2013,11,80.5,45.7,21.5,35.5,101.8,102.8,49.8,1.58,96.06
605,Dallas Mavericks,Dallas Mavericks_11_2013,2013,11,84.2,46.0,23.1,37.8,106.5,105.7,49.4,1.47,97.26
606,Charlotte Bobcats,Charlotte Bobcats_11_2013,2013,11,78.8,41.0,15.4,30.0,97.3,99.4,51.2,1.25,91.56
607,New Orleans Pelicans,New Orleans Pelicans_11_2013,2013,11,86.0,46.0,15.3,39.7,107.1,105.1,50.3,1.69,95.96
608,Phoenix Suns,Phoenix Suns_11_2013,2013,11,81.1,46.2,25.6,37.6,105.7,104.5,48.7,1.17,95.38
609,Washington Wizards,Washington Wizards_11_2013,2013,11,84.5,44.7,22.9,39.0,102.1,103.2,47.7,1.54,94.45
610,Minnesota Timberwolves,Minnesota Timberwolves_11_2013,2013,11,88.9,43.1,23.8,32.9,105.9,101.2,51.1,1.58,99.29
611,Chicago Bulls,Chicago Bulls_11_2013,2013,11,81.3,43.2,13.9,35.4,100.8,99.6,51.9,1.33,91.5
612,Orlando Magic,Orlando Magic_11_2013,2013,11,79.6,47.0,20.3,37.7,103.3,104.2,50.6,1.28,96.04
613,Boston Celtics,Boston Celtics_11_2013,2013,11,82.1,44.3,17.8,33.8,98.8,102.6,49.5,1.09,94.44
614,Toronto Raptors,Toronto Raptors_11_2013,2013,11,82.4,42.0,21.9,34.2,102.7,102.6,50.1,1.18,92.51
615,Detroit Pistons,Detroit Pistons_11_2013,2013,11,84.7,45.0,19.2,28.1,103.2,106.1,49.6,1.38,93.72
616,Brooklyn Nets,Brooklyn Nets_11_2013,2013,11,80.1,43.5,18.3,35.8,101.5,108.6,49.5,1.32,93.25
617,Philadelphia 76ers,Philadelphia 76ers_11_2013,2013,11,88.8,44.4,22.3,32.5,100.1,106.7,50.3,1.3,99.99
618,Cleveland Cavaliers,Cleveland Cavaliers_11_2013,2013,11,83.4,41.9,20.0,35.0,96.1,105.6,49.1,1.08,94.04
619,Sacramento Kings,Sacramento Kings_11_2013,2013,11,84.4,42.9,21.8,31.8,102.9,107.3,49.1,1.65,93.06
620,Milwaukee Bucks,Milwaukee Bucks_11_2013,2013,11,81.7,41.2,19.9,38.6,95.3,105.3,47.9,1.3,92.91
621,Utah Jazz,Utah Jazz_11_2013,2013,11,80.2,42.4,18.2,31.1,97.1,107.3,49.3,1.12,92.46
622,New York Knicks,New York Knicks_11_2013,2013,11,85.9,41.8,25.5,31.6,101.1,109.2,47.2,1.66,91.88
623,Oklahoma City Thunder,Oklahoma City Thunder_12_2013,2013,12,83.5,48.7,19.8,37.5,110.6,99.5,52.9,1.52,97.09
624,Phoenix Suns,Phoenix Suns_12_2013,2013,12,85.4,45.6,26.8,37.9,107.3,103.0,50.5,1.2,98.88
625,Portland Trail Blazers,Portland Trail Blazers_12_2013,2013,12,89.6,45.7,28.1,38.0,114.6,108.1,52.2,1.88,96.93
626,Miami Heat,Miami Heat_12_2013,2013,12,78.3,51.0,22.7,35.3,109.0,104.7,45.4,1.59,94.13
627,San Antonio Spurs,San Antonio Spurs_12_2013,2013,12,85.1,48.2,20.7,40.2,110.8,105.5,50.6,1.75,96.4
628,Indiana Pacers,Indiana Pacers_12_2013,2013,12,79.2,47.0,20.6,35.8,107.6,99.8,52.5,1.5,93.11
629,Golden State Warriors,Golden State Warriors_12_2013,2013,12,87.1,45.4,24.9,35.8,104.7,99.2,53.5,1.33,98.17
630,Atlanta Hawks,Atlanta Hawks_12_2013,2013,12,87.6,47.1,29.2,39.6,109.1,104.1,49.5,1.84,96.31
631,Dallas Mavericks,Dallas Mavericks_12_2013,2013,12,85.3,47.2,21.3,37.2,106.9,104.6,46.4,1.88,95.5
632,Toronto Raptors,Toronto Raptors_12_2013,2013,12,83.0,44.7,22.3,35.6,106.4,104.6,49.9,1.38,94.24
633,Los Angeles Clippers,Los Angeles Clippers_12_2013,2013,12,82.4,44.5,22.8,31.9,105.4,100.8,47.9,1.63,95.63
634,Washington Wizards,Washington Wizards_12_2013,2013,12,83.6,45.4,19.1,40.0,105.5,104.0,53.0,1.45,93.23
635,Boston Celtics,Boston Celtics_12_2013,2013,12,80.4,46.2,20.6,37.2,105.4,103.7,50.5,1.39,93.46
636,Houston Rockets,Houston Rockets_12_2013,2013,12,80.8,45.8,25.8,29.9,105.9,106.7,49.1,1.29,95.81
637,New Orleans Pelicans,New Orleans Pelicans_12_2013,2013,12,89.0,44.9,20.0,37.5,108.7,109.4,50.1,1.85,92.98
638,Detroit Pistons,Detroit Pistons_12_2013,2013,12,87.1,44.7,20.2,35.0,104.5,107.4,51.8,1.25,95.77
639,Minnesota Timberwolves,Minnesota Timberwolves_12_2013,2013,12,88.8,42.8,22.9,34.6,108.0,105.5,53.7,1.69,97.53
640,Utah Jazz,Utah Jazz_12_2013,2013,12,84.2,43.7,18.4,39.1,103.0,110.0,49.2,1.54,91.78
641,Charlotte Bobcats,Charlotte Bobcats_12_2013,2013,12,85.9,43.5,16.1,34.9,101.3,100.7,49.3,1.75,93.88
642,New York Knicks,New York Knicks_12_2013,2013,12,82.2,44.1,25.3,38.8,106.0,109.2,47.2,1.72,90.15
643,Sacramento Kings,Sacramento Kings_12_2013,2013,12,82.6,46.0,18.9,36.0,107.4,110.2,50.6,1.28,96.15
644,Brooklyn Nets,Brooklyn Nets_12_2013,2013,12,76.4,45.8,21.4,38.5,105.3,109.7,45.8,1.46,92.6
645,Cleveland Cavaliers,Cleveland Cavaliers_12_2013,2013,12,88.4,43.5,19.6,36.7,103.8,107.5,49.9,1.4,94.27
646,Memphis Grizzlies,Memphis Grizzlies_12_2013,2013,12,84.8,44.2,14.6,36.8,106.0,108.9,54.0,1.53,90.57
647,Chicago Bulls,Chicago Bulls_12_2013,2013,12,79.2,41.5,18.0,32.2,97.9,101.7,52.2,1.3,90.16
648,Denver Nuggets,Denver Nuggets_12_2013,2013,12,82.7,42.9,20.9,31.6,101.3,105.5,51.0,1.34,93.83
649,Los Angeles Lakers,Los Angeles Lakers_12_2013,2013,12,81.1,43.3,24.9,31.8,100.3,107.7,46.0,1.25,96.87
650,Milwaukee Bucks,Milwaukee Bucks_12_2013,2013,12,85.1,42.7,21.3,30.7,100.8,106.5,48.6,1.37,92.39
651,Orlando Magic,Orlando Magic_12_2013,2013,12,83.6,42.9,21.1,32.6,99.2,104.5,47.4,1.48,93.83
652,Philadelphia 76ers,Philadelphia 76ers_12_2013,2013,12,90.3,43.5,23.8,32.7,99.5,111.1,49.1,1.3,100.06
653,Memphis Grizzlies,Memphis Grizzlies_1_2014,2014,1,83.1,47.0,14.9,36.3,107.4,100.4,51.6,1.76,90.67
654,Brooklyn Nets,Brooklyn Nets_1_2014,2014,1,78.0,46.4,25.5,37.0,107.1,104.2,49.0,1.53,90.32
655,Oklahoma City Thunder,Oklahoma City Thunder_1_2014,2014,1,81.7,48.7,21.8,37.7,112.5,104.2,52.4,1.34,94.41
656,Los Angeles Clippers,Los Angeles Clippers_1_2014,2014,1,80.9,48.2,24.8,37.8,113.8,105.6,48.9,1.81,96.0
657,Chicago Bulls,Chicago Bulls_1_2014,2014,1,83.3,43.1,19.6,36.7,102.6,99.4,51.9,1.76,90.88
658,Houston Rockets,Houston Rockets_1_2014,2014,1,79.0,46.3,25.2,34.8,107.7,104.0,50.4,1.36,95.89
659,Indiana Pacers,Indiana Pacers_1_2014,2014,1,84.3,44.7,18.3,33.8,103.4,97.9,52.3,1.34,94.81
660,Toronto Raptors,Toronto Raptors_1_2014,2014,1,81.5,44.5,24.4,39.9,107.4,101.4,51.1,1.74,92.53
661,New York Knicks,New York Knicks_1_2014,2014,1,81.7,46.4,22.4,39.4,109.5,106.4,52.2,1.54,91.75
662,Golden State Warriors,Golden State Warriors_1_2014,2014,1,86.0,45.7,25.7,36.3,106.9,102.4,50.8,1.59,98.2
663,Miami Heat,Miami Heat_1_2014,2014,1,77.0,50.5,21.1,33.8,110.6,109.2,48.8,1.47,91.28
664,Portland Trail Blazers,Portland Trail Blazers_1_2014,2014,1,90.7,44.8,23.2,35.1,112.2,108.5,53.7,1.91,96.93
665,San Antonio Spurs,San Antonio Spurs_1_2014,2014,1,78.2,51.0,19.4,41.3,110.9,104.2,50.4,1.65,92.88
666,Phoenix Suns,Phoenix Suns_1_2014,2014,1,87.3,45.2,24.3,36.8,110.6,106.4,49.0,1.55,96.28
667,Denver Nuggets,Denver Nuggets_1_2014,2014,1,86.3,47.1,26.5,38.4,110.8,106.9,50.4,1.68,100.27
668,Minnesota Timberwolves,Minnesota Timberwolves_1_2014,2014,1,87.0,45.3,19.9,36.5,107.9,101.9,51.1,1.88,97.3
669,Dallas Mavericks,Dallas Mavericks_1_2014,2014,1,82.1,48.0,22.5,35.9,110.5,109.5,46.6,1.86,94.91
670,Utah Jazz,Utah Jazz_1_2014,2014,1,79.8,47.1,18.6,38.1,107.6,108.4,50.1,1.54,93.67
671,Washington Wizards,Washington Wizards_1_2014,2014,1,84.4,44.7,18.8,34.2,101.2,102.3,50.5,1.52,95.65
672,Atlanta Hawks,Atlanta Hawks_1_2014,2014,1,80.8,45.7,25.1,36.2,106.3,105.6,48.1,1.6,95.46
673,Charlotte Bobcats,Charlotte Bobcats_1_2014,2014,1,79.0,46.3,16.4,38.8,102.5,108.8,47.3,1.85,95.04
674,Cleveland Cavaliers,Cleveland Cavaliers_1_2014,2014,1,85.4,41.5,19.3,36.9,102.6,108.1,52.0,1.63,91.93
675,Philadelphia 76ers,Philadelphia 76ers_1_2014,2014,1,87.2,43.0,19.5,29.2,98.0,105.6,46.8,1.34,100.83
676,Detroit Pistons,Detroit Pistons_1_2014,2014,1,85.5,44.1,18.0,26.4,101.5,107.4,51.5,1.36,97.58
677,New Orleans Pelicans,New Orleans Pelicans_1_2014,2014,1,77.9,46.0,13.0,35.6,103.2,109.8,49.9,1.26,92.22
678,Sacramento Kings,Sacramento Kings_1_2014,2014,1,84.2,46.0,19.7,35.2,108.3,109.8,52.8,1.19,96.06
679,Los Angeles Lakers,Los Angeles Lakers_1_2014,2014,1,85.0,44.9,23.8,36.1,104.1,112.0,46.1,1.65,99.38
680,Orlando Magic,Orlando Magic_1_2014,2014,1,81.4,43.2,20.3,33.0,98.5,108.9,47.6,1.4,94.42
681,Boston Celtics,Boston Celtics_1_2014,2014,1,86.5,40.5,21.0,28.6,98.3,107.3,50.6,1.42,94.92
682,Milwaukee Bucks,Milwaukee Bucks_1_2014,2014,1,82.1,42.5,21.8,33.9,97.2,112.3,46.7,1.41,93.27
683,Miami Heat,Miami Heat_2_2014,2014,2,77.4,51.0,23.1,36.4,113.7,102.6,45.7,1.67,92.3
684,Houston Rockets,Houston Rockets_2_2014,2014,2,81.4,49.1,24.3,40.3,112.2,102.7,53.6,1.25,98.57
685,Dallas Mavericks,Dallas Mavericks_2_2014,2014,2,82.4,47.5,23.3,40.0,112.1,106.4,51.2,1.97,93.46
686,Indiana Pacers,Indiana Pacers_2_2014,2014,2,82.8,45.1,19.1,34.1,104.6,96.4,53.1,1.26,96.08
687,San Antonio Spurs,San Antonio Spurs_2_2014,2014,2,81.8,47.4,20.8,34.8,105.6,104.3,48.5,1.48,96.0
688,Chicago Bulls,Chicago Bulls_2_2014,2014,2,78.2,43.8,17.8,35.1,101.9,98.9,54.1,1.33,91.92
689,Golden State Warriors,Golden State Warriors_2_2014,2014,2,86.6,43.9,24.1,35.5,105.7,100.6,48.9,1.69,95.95
690,Los Angeles Clippers,Los Angeles Clippers_2_2014,2014,2,81.9,48.9,22.5,35.2,115.9,107.7,50.1,1.97,97.32
691,Washington Wizards,Washington Wizards_2_2014,2014,2,87.5,46.7,20.4,39.6,107.9,104.0,48.1,1.91,93.49
692,Charlotte Bobcats,Charlotte Bobcats_2_2014,2014,2,82.4,44.3,19.2,36.5,104.9,101.2,51.1,2.15,93.0
693,Brooklyn Nets,Brooklyn Nets_2_2014,2014,2,78.6,45.1,24.2,32.4,102.5,103.1,46.0,1.4,94.63
694,Memphis Grizzlies,Memphis Grizzlies_2_2014,2014,2,80.4,46.1,13.7,33.5,102.0,102.7,50.9,1.56,90.26
695,Portland Trail Blazers,Portland Trail Blazers_2_2014,2014,2,85.1,44.8,23.9,37.6,109.9,104.7,50.5,1.49,95.96
696,Toronto Raptors,Toronto Raptors_2_2014,2014,2,83.7,45.0,23.5,34.8,110.7,106.8,49.9,1.82,90.8
697,Cleveland Cavaliers,Cleveland Cavaliers_2_2014,2014,2,84.9,43.4,20.9,31.8,106.8,105.2,52.5,1.67,93.55
698,Oklahoma City Thunder,Oklahoma City Thunder_2_2014,2014,2,80.5,46.6,23.8,35.1,106.1,107.3,50.1,1.31,94.86
699,Phoenix Suns,Phoenix Suns_2_2014,2014,2,83.2,45.9,24.4,35.2,107.0,106.4,51.2,1.11,97.24
700,Boston Celtics,Boston Celtics_2_2014,2014,2,87.2,43.8,19.6,33.3,103.7,104.2,52.4,1.56,95.73
701,Minnesota Timberwolves,Minnesota Timberwolves_2_2014,2014,2,85.3,44.5,20.6,34.4,107.1,106.1,51.6,1.63,98.0
702,Orlando Magic,Orlando Magic_2_2014,2014,2,86.1,44.3,17.1,39.0,104.2,106.9,49.9,1.79,92.52
703,Sacramento Kings,Sacramento Kings_2_2014,2014,2,81.2,43.8,15.1,34.3,104.9,104.9,51.5,1.14,95.55
704,Utah Jazz,Utah Jazz_2_2014,2014,2,79.8,44.6,21.7,35.0,104.4,107.7,49.4,1.5,90.96
705,Detroit Pistons,Detroit Pistons_2_2014,2014,2,89.3,45.8,17.5,33.9,108.5,109.0,50.8,1.67,96.69
706,Los Angeles Lakers,Los Angeles Lakers_2_2014,2014,2,82.3,48.0,23.6,44.5,103.3,107.4,43.3,1.59,99.96
707,New Orleans Pelicans,New Orleans Pelicans_2_2014,2014,2,80.0,46.4,15.6,41.4,106.2,110.5,49.6,1.48,90.31
708,Milwaukee Bucks,Milwaukee Bucks_2_2014,2014,2,82.9,44.2,20.2,42.3,106.0,109.9,51.3,1.46,93.64
709,Denver Nuggets,Denver Nuggets_2_2014,2014,2,86.5,40.9,23.8,34.0,97.5,111.4,50.3,1.02,99.06
710,Atlanta Hawks,Atlanta Hawks_2_2014,2014,2,79.3,44.9,24.8,41.1,102.7,109.9,46.7,1.54,94.54
711,New York Knicks,New York Knicks_2_2014,2014,2,84.8,44.7,26.8,36.8,105.3,112.2,50.9,1.38,92.47
712,Philadelphia 76ers,Philadelphia 76ers_2_2014,2014,2,87.9,41.3,22.8,28.3,94.8,113.1,45.4,1.13,101.68
713,San Antonio Spurs,San Antonio Spurs_3_2014,2014,3,86.1,49.2,23.8,43.7,115.6,97.4,52.4,2.1,96.91
714,Los Angeles Clippers,Los Angeles Clippers_3_2014,2014,3,84.2,48.5,24.7,36.9,112.0,100.5,50.1,1.79,97.43
715,Brooklyn Nets,Brooklyn Nets_3_2014,2014,3,77.7,47.6,26.8,40.4,110.3,104.3,45.7,1.55,91.86
716,Houston Rockets,Houston Rockets_3_2014,2014,3,81.1,48.1,27.5,36.1,113.1,105.3,51.4,1.43,96.74
717,Oklahoma City Thunder,Oklahoma City Thunder_3_2014,2014,3,84.5,46.6,27.6,39.1,111.1,102.9,51.7,1.5,97.99
718,Memphis Grizzlies,Memphis Grizzlies_3_2014,2014,3,80.4,48.2,12.8,37.2,107.8,101.8,52.3,1.59,89.88
719,New York Knicks,New York Knicks_3_2014,2014,3,80.4,46.5,24.9,38.1,111.3,108.3,48.9,1.66,90.88
720,Golden State Warriors,Golden State Warriors_3_2014,2014,3,82.9,46.6,24.1,35.9,107.1,103.4,50.6,1.73,95.57
721,Chicago Bulls,Chicago Bulls_3_2014,2014,3,79.1,43.8,17.1,34.7,102.8,99.8,50.0,1.76,89.85
722,Phoenix Suns,Phoenix Suns_3_2014,2014,3,81.3,47.8,26.0,39.7,109.7,107.1,51.1,1.21,97.84
723,Toronto Raptors,Toronto Raptors_3_2014,2014,3,80.5,45.7,23.1,37.4,109.5,105.9,51.0,1.44,91.92
724,Dallas Mavericks,Dallas Mavericks_3_2014,2014,3,83.7,47.4,23.0,40.7,110.2,108.0,49.3,1.65,95.06
725,Charlotte Bobcats,Charlotte Bobcats_3_2014,2014,3,83.7,46.3,21.6,34.4,109.2,108.4,50.4,1.91,91.8
726,New Orleans Pelicans,New Orleans Pelicans_3_2014,2014,3,80.4,47.0,15.8,31.7,107.2,109.4,48.9,1.51,93.24
727,Miami Heat,Miami Heat_3_2014,2014,3,75.8,48.8,21.8,35.5,109.4,105.5,48.4,1.5,89.59
728,Minnesota Timberwolves,Minnesota Timberwolves_3_2014,2014,3,86.4,46.0,21.0,34.5,110.4,110.1,48.2,1.83,99.57
729,Washington Wizards,Washington Wizards_3_2014,2014,3,84.3,46.2,22.6,40.7,107.1,106.0,50.0,1.54,94.37
730,Portland Trail Blazers,Portland Trail Blazers_3_2014,2014,3,83.9,43.6,27.3,34.1,106.6,105.1,50.7,1.5,94.78
731,Indiana Pacers,Indiana Pacers_3_2014,2014,3,77.4,42.3,16.7,34.3,98.2,103.4,50.2,1.22,90.31
732,Denver Nuggets,Denver Nuggets_3_2014,2014,3,85.4,46.2,24.6,36.1,106.1,109.1,49.3,1.48,101.06
