,Game_Result,Team1_FGA,Team1_FG_P,Team1_3PA,Team1_3P_P,Team1_OFFRTG,Team1_DEFRTG,Team1_REB_P,Team1_AST/TO,Team1_PACE,Team2_FGA,Team2_FG_P,Team2_3PA,Team2_3P_P,Team2_OFFRTG,Team2_DEFRTG,Team2_REB_P,Team2_AST/TO,Team2_PACE
5244,1,82.3,44.9,16.3,31.0,103.6,106.2,49.1,1.7,92.77,78.3,47.7,20.7,35.2,104.9,106.1,49.3,1.47,91.79
5281,0,81.5,43.7,24.3,32.9,105.4,103.1,51.2,1.5,93.32,78.3,47.7,20.7,35.2,104.9,106.1,49.3,1.47,91.79
5294,1,85.8,44.3,29.9,36.7,107.0,108.1,52.9,1.41,95.15,78.3,47.7,20.7,35.2,104.9,106.1,49.3,1.47,91.79
5310,0,89.5,44.2,26.7,36.5,106.3,103.4,51.7,1.36,96.58,78.3,47.7,20.7,35.2,104.9,106.1,49.3,1.47,91.79
5326,1,82.1,45.2,23.0,37.1,105.2,107.1,49.0,1.49,95.61,78.3,47.7,20.7,35.2,104.9,106.1,49.3,1.47,91.79
5352,0,85.3,45.7,17.5,34.6,102.1,108.0,50.7,1.52,95.83,78.3,47.7,20.7,35.2,104.9,106.1,49.3,1.47,91.79
5381,1,84.1,43.2,28.3,32.5,102.7,105.3,47.2,1.63,92.79,79.5,45.8,17.7,31.6,100.8,102.7,50.3,1.39,92.64
5405,1,84.7,45.3,21.7,30.5,102.5,101.8,48.7,1.32,97.8,79.5,45.8,17.7,31.6,100.8,102.7,50.3,1.39,92.64
5415,0,85.6,44.9,19.8,34.8,107.0,109.3,49.0,1.79,93.33,79.5,45.8,17.7,31.6,100.8,102.7,50.3,1.39,92.64
5515,0,81.1,46.3,12.7,30.4,104.9,107.8,51.3,1.45,93.72,79.5,45.8,17.7,31.6,100.8,102.7,50.3,1.39,92.64
5604,1,84.7,45.2,27.7,33.7,101.8,100.8,46.0,1.59,98.18,79.5,45.8,17.7,31.6,100.8,102.7,50.3,1.39,92.64
5662,0,83.5,46.6,29.0,35.7,108.6,101.2,49.5,1.49,97.12,87.4,45.4,13.7,25.8,103.3,103.6,54.8,1.53,97.17
5673,0,83.2,49.3,18.3,44.1,111.4,101.7,50.1,1.87,96.08,87.4,45.4,13.7,25.8,103.3,103.6,54.8,1.53,97.17
5710,1,87.3,46.0,24.6,33.1,105.1,103.0,48.2,1.91,100.11,87.4,45.4,13.7,25.8,103.3,103.6,54.8,1.53,97.17
5724,1,87.5,44.9,20.4,33.2,102.9,104.5,49.7,1.5,96.57,87.4,45.4,13.7,25.8,103.3,103.6,54.8,1.53,97.17
5738,0,90.9,47.9,33.6,38.7,111.9,106.5,48.1,1.94,104.41,87.4,45.4,13.7,25.8,103.3,103.6,54.8,1.53,97.17
5782,1,86.9,44.5,23.3,39.4,104.6,108.7,49.3,1.82,96.79,83.4,50.8,16.7,40.6,113.7,107.3,52.8,1.69,95.67
5798,1,85.9,42.4,27.8,31.3,99.4,108.2,51.0,1.2,100.28,83.4,50.8,16.7,40.6,113.7,107.3,52.8,1.69,95.67
5825,1,88.8,41.1,30.7,33.4,100.4,110.6,44.0,1.78,99.17,83.4,50.8,16.7,40.6,113.7,107.3,52.8,1.69,95.67
5879,1,86.7,45.9,23.9,36.5,109.9,109.9,52.2,1.66,96.23,83.4,50.8,16.7,40.6,113.7,107.3,52.8,1.69,95.67
5904,0,85.3,46.1,28.8,40.4,112.4,103.7,50.9,2.07,97.06,83.4,50.8,16.7,40.6,113.7,107.3,52.8,1.69,95.67
5923,1,84.6,46.6,34.3,35.3,114.2,106.4,52.5,1.7,94.31,83.4,50.8,16.7,40.6,113.7,107.3,52.8,1.69,95.67
5967,1,88.2,46.0,22.2,33.7,105.3,107.6,48.1,1.88,99.03,83.4,50.8,16.7,40.6,113.7,107.3,52.8,1.69,95.67
5987,1,83.8,48.0,18.5,37.4,108.4,115.5,49.7,1.63,96.36,83.4,50.8,16.7,40.6,113.7,107.3,52.8,1.69,95.67
6048,1,81.3,42.4,26.4,40.0,104.5,106.3,50.0,1.54,93.75,86.1,47.6,18.8,36.0,109.8,106.2,51.0,1.49,94.56
6065,1,80.9,46.8,23.6,38.2,110.7,111.5,50.9,1.71,93.36,86.1,47.6,18.8,36.0,109.8,106.2,51.0,1.49,94.56
6090,1,86.6,48.7,20.6,34.0,108.2,111.3,47.3,1.95,99.0,86.1,47.6,18.8,36.0,109.8,106.2,51.0,1.49,94.56
6126,1,83.6,45.0,30.6,36.7,110.3,106.0,48.9,2.01,95.75,86.1,47.6,18.8,36.0,109.8,106.2,51.0,1.49,94.56
6134,1,83.6,45.0,30.6,36.7,110.3,106.0,48.9,2.01,95.75,86.1,47.6,18.8,36.0,109.8,106.2,51.0,1.49,94.56
6156,0,83.6,45.0,30.6,36.7,110.3,106.0,48.9,2.01,95.75,86.1,47.6,18.8,36.0,109.8,106.2,51.0,1.49,94.56
6170,1,77.5,48.4,16.0,40.6,107.0,109.6,47.6,1.62,93.5,81.0,48.1,28.0,32.1,116.3,103.3,54.8,1.43,92.0
6203,1,84.0,45.5,23.6,36.2,113.5,103.7,49.6,1.71,94.73,73.7,45.9,23.2,39.1,105.9,106.7,48.0,1.43,90.33
6213,0,79.8,41.9,35.7,33.8,102.3,99.1,49.7,1.16,94.0,73.7,45.9,23.2,39.1,105.9,106.7,48.0,1.43,90.33
6248,1,85.6,44.1,15.3,35.7,103.0,114.2,49.4,1.45,97.34,73.7,45.9,23.2,39.1,105.9,106.7,48.0,1.43,90.33
6275,0,83.6,42.2,22.0,33.6,101.2,103.5,53.1,1.31,91.43,73.7,45.9,23.2,39.1,105.9,106.7,48.0,1.43,90.33
6306,0,82.6,44.6,19.4,31.6,102.2,104.2,49.3,1.34,92.93,73.7,45.9,23.2,39.1,105.9,106.7,48.0,1.43,90.33
6333,0,80.0,48.4,24.9,39.0,111.3,106.4,47.9,1.91,92.96,73.7,45.9,23.2,39.1,105.9,106.7,48.0,1.43,90.33
6358,1,82.9,43.0,18.0,32.0,99.2,107.7,49.0,1.78,92.4,73.7,45.9,23.2,39.1,105.9,106.7,48.0,1.43,90.33
6369,0,82.7,49.0,25.1,39.6,108.6,98.7,51.0,1.55,99.23,73.7,45.9,23.2,39.1,105.9,106.7,48.0,1.43,90.33
6430,0,80.6,46.3,25.9,37.8,106.4,98.3,49.5,1.8,95.09,74.6,46.7,19.5,32.6,103.5,111.6,46.6,1.33,89.71
6511,0,83.3,44.8,21.3,36.7,109.6,103.6,54.3,1.52,93.63,74.6,46.7,19.5,32.6,103.5,111.6,46.6,1.33,89.71
6536,0,80.5,44.9,20.0,34.0,107.3,108.6,53.2,1.39,90.43,74.6,46.7,19.5,32.6,103.5,111.6,46.6,1.33,89.71
6551,0,83.9,48.0,15.9,40.8,106.6,101.9,52.1,1.72,95.04,74.6,46.7,19.5,32.6,103.5,111.6,46.6,1.33,89.71
6566,1,87.2,45.8,22.6,34.2,102.9,99.9,50.1,1.66,98.25,74.6,46.7,19.5,32.6,103.5,111.6,46.6,1.33,89.71
6585,0,80.6,40.7,24.4,29.6,91.3,101.6,48.5,0.96,97.62,74.6,46.7,19.5,32.6,103.5,111.6,46.6,1.33,89.71
6592,1,80.9,45.6,24.9,33.1,108.4,107.8,50.2,1.67,92.38,74.6,46.7,19.5,32.6,103.5,111.6,46.6,1.33,89.71
6609,0,86.1,46.4,17.1,35.6,108.0,106.7,49.0,1.97,91.72,74.6,46.7,19.5,32.6,103.5,111.6,46.6,1.33,89.71
6625,0,80.3,46.1,20.3,37.5,101.8,107.4,47.9,1.5,91.59,74.6,46.7,19.5,32.6,103.5,111.6,46.6,1.33,89.71
6668,1,81.9,44.2,20.3,26.9,99.2,108.9,50.3,1.39,92.45,76.2,43.3,18.2,28.8,96.8,102.0,49.6,1.36,90.23
6786,0,89.0,42.5,24.8,30.5,100.4,102.6,50.2,1.43,97.7,76.2,43.3,18.2,28.8,96.8,102.0,49.6,1.36,90.23
6807,1,82.7,42.8,20.8,28.5,99.4,103.1,52.5,1.37,94.4,76.2,43.3,18.2,28.8,96.8,102.0,49.6,1.36,90.23
6838,0,80.6,47.0,18.0,40.9,102.8,96.5,48.4,1.49,94.79,76.2,43.3,18.2,28.8,96.8,102.0,49.6,1.36,90.23
6862,0,84.4,45.7,25.8,37.0,106.7,102.9,47.1,1.83,93.87,76.2,43.3,18.2,28.8,96.8,102.0,49.6,1.36,90.23
6938,1,86.1,41.4,19.5,31.3,99.8,108.2,48.2,1.72,92.61,79.9,45.3,20.8,35.7,103.8,104.8,51.5,1.33,92.94
6978,0,80.5,45.2,20.5,40.4,106.6,109.9,50.5,1.65,91.82,79.9,45.3,20.8,35.7,103.8,104.8,51.5,1.33,92.94
6991,1,78.1,42.0,28.0,38.2,96.3,100.9,49.1,1.12,97.4,79.9,45.3,20.8,35.7,103.8,104.8,51.5,1.33,92.94
7032,0,82.7,43.8,28.5,37.1,103.8,102.1,47.0,1.58,95.5,79.9,45.3,20.8,35.7,103.8,104.8,51.5,1.33,92.94
7048,1,83.6,43.5,21.5,27.6,97.0,100.4,50.8,1.18,96.6,79.3,46.3,19.5,33.0,103.9,102.8,49.1,1.22,93.64
7064,1,84.8,44.3,17.3,34.4,101.1,104.9,51.6,1.58,94.21,79.3,46.3,19.5,33.0,103.9,102.8,49.1,1.22,93.64
7087,1,82.6,45.0,18.3,37.3,106.9,109.9,51.1,1.35,96.23,79.3,46.3,19.5,33.0,103.9,102.8,49.1,1.22,93.64
7102,0,87.3,42.8,26.0,31.2,103.2,103.0,49.5,1.82,95.17,79.3,46.3,19.5,33.0,103.9,102.8,49.1,1.22,93.64
7117,1,86.0,45.6,18.4,34.0,104.6,107.5,48.1,1.67,95.76,79.3,46.3,19.5,33.0,103.9,102.8,49.1,1.22,93.64
7156,1,82.7,46.9,30.7,39.9,113.4,104.0,52.6,1.58,92.94,79.3,46.3,19.5,33.0,103.9,102.8,49.1,1.22,93.64
7169,1,84.8,46.7,26.3,36.4,108.7,104.8,52.6,1.51,94.66,79.3,46.3,19.5,33.0,103.9,102.8,49.1,1.22,93.64
7186,1,87.5,45.0,26.4,36.2,105.8,103.4,49.4,1.56,97.36,79.3,46.3,19.5,33.0,103.9,102.8,49.1,1.22,93.64
7259,1,89.3,42.9,24.3,31.9,104.9,105.5,49.2,1.96,93.05,79.3,46.3,19.5,33.0,103.9,102.8,49.1,1.22,93.64
7272,0,83.8,50.3,21.3,38.9,114.3,101.4,51.4,1.97,95.08,79.3,46.3,19.5,33.0,103.9,102.8,49.1,1.22,93.64
7318,1,82.7,38.8,22.6,32.5,94.2,105.6,47.5,1.37,91.61,82.0,45.0,19.4,27.7,103.2,109.5,48.9,1.42,92.94
7336,0,82.5,42.7,24.9,33.2,104.5,98.3,52.3,1.39,93.69,82.0,45.0,19.4,27.7,103.2,109.5,48.9,1.42,92.94
7351,0,81.5,46.6,27.4,35.6,112.1,107.1,50.3,1.49,90.76,82.0,45.0,19.4,27.7,103.2,109.5,48.9,1.42,92.94
7370,1,86.3,43.6,20.6,32.1,100.3,102.4,51.3,1.38,93.19,82.0,45.0,19.4,27.7,103.2,109.5,48.9,1.42,92.94
7434,1,79.5,41.5,21.0,23.8,94.7,98.9,50.5,1.13,94.25,78.5,50.3,30.0,45.0,108.5,104.5,47.4,1.44,100.0
7474,1,84.5,44.7,22.9,39.0,102.1,103.2,47.7,1.54,94.45,74.6,51.3,19.6,40.9,111.7,100.3,48.7,1.59,93.54
7502,1,81.9,47.4,24.1,34.5,109.9,103.8,51.3,1.68,95.54,74.6,51.3,19.6,40.9,111.7,100.3,48.7,1.59,93.54
7521,0,82.1,44.3,17.8,33.8,98.8,102.6,49.5,1.09,94.44,74.6,51.3,19.6,40.9,111.7,100.3,48.7,1.59,93.54
7539,1,81.7,41.2,19.9,38.6,95.3,105.3,47.9,1.3,92.91,74.6,51.3,19.6,40.9,111.7,100.3,48.7,1.59,93.54
7562,1,84.2,46.0,23.1,37.8,106.5,105.7,49.4,1.47,97.26,74.6,51.3,19.6,40.9,111.7,100.3,48.7,1.59,93.54
7590,1,80.5,45.7,21.5,35.5,101.8,102.8,49.8,1.58,96.06,74.6,51.3,19.6,40.9,111.7,100.3,48.7,1.59,93.54
7623,1,79.6,47.0,20.3,37.7,103.3,104.2,50.6,1.28,96.04,74.6,51.3,19.6,40.9,111.7,100.3,48.7,1.59,93.54
7637,1,81.1,46.2,25.6,37.6,105.7,104.5,48.7,1.17,95.38,74.6,51.3,19.6,40.9,111.7,100.3,48.7,1.59,93.54
7683,1,85.9,43.5,16.1,34.9,101.3,100.7,49.3,1.75,93.88,78.3,51.0,22.7,35.3,109.0,104.7,45.4,1.59,94.13
7696,0,87.1,44.7,20.2,35.0,104.5,107.4,51.8,1.25,95.77,78.3,51.0,22.7,35.3,109.0,104.7,45.4,1.59,94.13
7775,1,88.4,43.5,19.6,36.7,103.8,107.5,49.9,1.4,94.27,78.3,51.0,22.7,35.3,109.0,104.7,45.4,1.59,94.13
7791,1,84.2,43.7,18.4,39.1,103.0,110.0,49.2,1.54,91.78,78.3,51.0,22.7,35.3,109.0,104.7,45.4,1.59,94.13
7800,1,79.2,47.0,20.6,35.8,107.6,99.8,52.5,1.5,93.11,78.3,51.0,22.7,35.3,109.0,104.7,45.4,1.59,94.13
7818,1,82.6,46.0,18.9,36.0,107.4,110.2,50.6,1.28,96.15,78.3,51.0,22.7,35.3,109.0,104.7,45.4,1.59,94.13
7842,1,87.6,47.1,29.2,39.6,109.1,104.1,49.5,1.84,96.31,78.3,51.0,22.7,35.3,109.0,104.7,45.4,1.59,94.13
7905,0,86.0,45.7,25.7,36.3,106.9,102.4,50.8,1.59,98.2,77.0,50.5,21.1,33.8,110.6,109.2,48.8,1.47,91.28
7931,1,81.5,44.5,24.4,39.9,107.4,101.4,51.1,1.74,92.53,77.0,50.5,21.1,33.8,110.6,109.2,48.8,1.47,91.28
7942,1,77.9,46.0,13.0,35.6,103.2,109.8,49.9,1.26,92.22,77.0,50.5,21.1,33.8,110.6,109.2,48.8,1.47,91.28
8048,1,86.5,40.5,21.0,28.6,98.3,107.3,50.6,1.42,94.92,77.0,50.5,21.1,33.8,110.6,109.2,48.8,1.47,91.28
8062,1,85.0,44.9,23.8,36.1,104.1,112.0,46.1,1.65,99.38,77.0,50.5,21.1,33.8,110.6,109.2,48.8,1.47,91.28
8085,1,78.2,51.0,19.4,41.3,110.9,104.2,50.4,1.65,92.88,77.0,50.5,21.1,33.8,110.6,109.2,48.8,1.47,91.28
8106,0,81.7,48.7,21.8,37.7,112.5,104.2,52.4,1.34,94.41,77.0,50.5,21.1,33.8,110.6,109.2,48.8,1.47,91.28
8143,1,89.3,45.8,17.5,33.9,108.5,109.0,50.8,1.67,96.69,77.4,51.0,23.1,36.4,113.7,102.6,45.7,1.67,92.3
8264,1,78.2,43.8,17.8,35.1,101.9,98.9,54.1,1.33,91.92,77.4,51.0,23.1,36.4,113.7,102.6,45.7,1.67,92.3
8295,1,84.8,44.7,26.8,36.8,105.3,112.2,50.9,1.38,92.47,77.4,51.0,23.1,36.4,113.7,102.6,45.7,1.67,92.3
8304,1,84.5,45.1,17.9,32.7,101.3,107.0,50.5,1.4,94.66,75.8,48.8,21.8,35.5,109.4,105.5,48.4,1.5,89.59
8323,1,83.7,46.3,21.6,34.4,109.2,108.4,50.4,1.91,91.8,75.8,48.8,21.8,35.5,109.4,105.5,48.4,1.5,89.59
8375,1,84.3,46.2,22.6,40.7,107.1,106.0,50.0,1.54,94.37,75.8,48.8,21.8,35.5,109.4,105.5,48.4,1.5,89.59
8387,0,77.7,47.6,26.8,40.4,110.3,104.3,45.7,1.55,91.86,75.8,48.8,21.8,35.5,109.4,105.5,48.4,1.5,89.59
8406,0,85.4,46.2,24.6,36.1,106.1,109.1,49.3,1.48,101.06,75.8,48.8,21.8,35.5,109.4,105.5,48.4,1.5,89.59
8419,1,81.1,48.1,27.5,36.1,113.1,105.3,51.4,1.43,96.74,75.8,48.8,21.8,35.5,109.4,105.5,48.4,1.5,89.59
8457,1,80.4,48.2,12.8,37.2,107.8,101.8,52.3,1.59,89.88,75.8,48.8,21.8,35.5,109.4,105.5,48.4,1.5,89.59
8479,1,83.9,43.6,27.3,34.1,106.6,105.1,50.7,1.5,94.78,75.8,48.8,21.8,35.5,109.4,105.5,48.4,1.5,89.59
8535,1,80.5,45.7,23.1,37.4,109.5,105.9,51.0,1.44,91.92,75.8,48.8,21.8,35.5,109.4,105.5,48.4,1.5,89.59
8623,1,76.1,48.1,12.9,34.0,105.8,113.7,51.3,1.29,92.5,75.6,47.5,26.2,35.2,105.8,108.1,48.6,1.3,89.05
8624,0,86.9,45.7,18.7,31.5,106.8,107.7,49.2,1.69,97.17,75.6,47.5,26.2,35.2,105.8,108.1,48.6,1.3,89.05
8625,1,76.6,46.6,26.4,40.0,112.1,103.8,48.0,1.3,89.57,75.6,47.5,26.2,35.2,105.8,108.1,48.6,1.3,89.05
8626,0,75.8,47.8,25.6,35.2,105.9,111.0,49.3,1.37,91.8,75.6,47.5,26.2,35.2,105.8,108.1,48.6,1.3,89.05
8627,1,77.9,46.8,18.6,42.3,107.3,108.4,49.9,1.68,90.21,75.6,47.5,26.2,35.2,105.8,108.1,48.6,1.3,89.05
8628,0,82.3,47.9,19.9,32.7,107.5,112.7,46.8,1.56,97.06,75.6,47.5,26.2,35.2,105.8,108.1,48.6,1.3,89.05
8629,1,83.0,44.6,21.5,36.6,104.8,97.6,52.6,2.1,92.03,75.6,47.5,26.2,35.2,105.8,108.1,48.6,1.3,89.05
8630,1,83.0,44.6,21.5,36.6,104.8,97.6,52.6,2.1,92.03,75.6,47.5,26.2,35.2,105.8,108.1,48.6,1.3,89.05
8703,1,75.0,52.0,13.0,46.2,110.3,122.4,52.6,1.5,97.5,79.0,54.4,16.0,50.0,122.4,110.3,47.4,3.13,97.5
8704,1,78.1,47.3,14.0,36.2,110.3,122.4,52.6,1.5,97.5,79.0,54.4,16.0,50.0,122.4,110.3,47.4,3.13,97.5
8731,1,85.1,46.1,19.4,33.5,107.1,106.6,52.6,1.38,93.59,79.0,49.0,20.8,42.6,109.6,106.1,49.0,1.59,93.52
8745,1,86.9,44.7,17.7,35.0,104.3,108.5,49.1,1.6,93.99,79.0,49.0,20.8,42.6,109.6,106.1,49.0,1.59,93.52
8757,1,81.1,44.3,21.0,34.6,106.8,100.9,50.8,1.62,88.98,79.0,49.0,20.8,42.6,109.6,106.1,49.0,1.59,93.52
8864,1,87.6,44.6,18.6,30.0,101.3,102.3,49.5,1.65,95.43,79.0,49.0,20.8,42.6,109.6,106.1,49.0,1.59,93.52
8887,1,84.3,42.0,22.3,36.5,102.3,108.7,52.2,1.19,93.7,79.0,49.0,20.8,42.6,109.6,106.1,49.0,1.59,93.52
8922,1,81.8,47.9,21.4,37.6,107.7,100.5,49.4,1.65,93.99,79.0,49.0,20.8,42.6,109.6,106.1,49.0,1.59,93.52
8936,1,77.4,43.2,22.9,33.3,103.2,109.4,50.7,1.21,88.63,77.7,49.2,22.4,37.2,109.1,104.0,48.3,1.54,92.13
8970,0,85.4,44.1,29.7,37.1,110.2,107.6,48.7,1.88,92.47,77.7,49.2,22.4,37.2,109.1,104.0,48.3,1.54,92.13
8989,1,80.0,43.9,18.3,35.5,101.1,108.3,49.9,1.43,87.99,77.7,49.2,22.4,37.2,109.1,104.0,48.3,1.54,92.13
9002,1,83.0,45.6,24.1,38.4,105.4,104.0,50.2,1.6,92.51,77.7,49.2,22.4,37.2,109.1,104.0,48.3,1.54,92.13
9015,0,84.8,46.0,21.5,43.0,108.3,102.6,50.9,1.65,95.29,77.7,49.2,22.4,37.2,109.1,104.0,48.3,1.54,92.13
9041,1,82.4,40.8,18.6,32.2,93.6,101.0,48.3,1.45,93.62,77.7,49.2,22.4,37.2,109.1,104.0,48.3,1.54,92.13
9061,1,85.3,44.8,20.6,31.2,103.5,100.6,53.8,1.51,95.5,77.7,49.2,22.4,37.2,109.1,104.0,48.3,1.54,92.13
9094,1,81.2,45.2,16.8,37.7,106.1,108.8,50.9,1.51,93.1,77.7,49.2,22.4,37.2,109.1,104.0,48.3,1.54,92.13
9109,1,81.2,46.9,18.9,37.8,113.3,102.9,52.3,1.48,93.52,77.7,49.2,22.4,37.2,109.1,104.0,48.3,1.54,92.13
9170,1,86.0,46.7,18.9,38.2,106.9,104.5,49.6,1.96,95.61,80.3,48.2,22.2,35.8,110.0,100.7,48.4,1.71,89.74
9185,0,81.7,44.8,13.9,37.7,105.5,98.5,52.6,1.64,89.23,80.3,48.2,22.2,35.8,110.0,100.7,48.4,1.71,89.74
9201,1,81.8,45.1,17.2,40.0,100.1,99.7,48.8,1.5,94.33,80.3,48.2,22.2,35.8,110.0,100.7,48.4,1.71,89.74
9320,1,82.8,46.5,20.6,35.9,108.5,108.2,49.7,1.81,90.38,80.3,48.2,22.2,35.8,110.0,100.7,48.4,1.71,89.74
9336,1,80.6,45.2,18.1,33.6,101.4,105.1,50.4,1.25,91.46,80.3,48.2,22.2,35.8,110.0,100.7,48.4,1.71,89.74
9412,1,81.8,40.4,17.9,34.0,97.7,110.7,48.9,1.47,92.58,78.6,52.1,19.3,41.0,117.8,106.4,49.0,1.95,89.79
9429,1,85.1,49.4,30.4,39.8,115.4,110.3,51.6,1.67,97.36,78.6,52.1,19.3,41.0,117.8,106.4,49.0,1.95,89.79
9445,1,78.3,48.0,21.6,37.4,107.2,104.1,51.2,1.34,92.23,78.6,52.1,19.3,41.0,117.8,106.4,49.0,1.95,89.79
9455,1,81.0,47.4,21.8,36.7,106.6,106.3,50.5,1.51,96.08,78.6,52.1,19.3,41.0,117.8,106.4,49.0,1.95,89.79
9472,1,80.3,45.7,22.2,35.0,104.2,110.8,48.4,1.39,93.13,78.6,52.1,19.3,41.0,117.8,106.4,49.0,1.95,89.79
9534,1,84.6,47.3,17.5,37.6,113.4,109.8,50.7,2.03,93.58,78.6,52.1,19.3,41.0,117.8,106.4,49.0,1.95,89.79
9547,1,84.8,44.7,19.8,39.7,106.5,113.8,47.8,1.48,95.43,78.6,52.1,19.3,41.0,117.8,106.4,49.0,1.95,89.79
9572,1,79.8,46.1,13.5,36.5,107.6,103.0,51.2,1.62,88.34,75.1,49.7,22.1,40.3,111.4,100.0,46.4,1.7,91.03
9606,1,85.8,44.4,20.4,30.9,101.9,111.6,49.3,1.51,93.91,75.1,49.7,22.1,40.3,111.4,100.0,46.4,1.7,91.03
9624,1,84.1,46.7,17.2,39.2,105.2,106.8,50.0,1.86,92.15,75.1,49.7,22.1,40.3,111.4,100.0,46.4,1.7,91.03
9638,1,81.4,44.0,19.8,36.1,106.8,96.7,53.8,1.37,92.31,75.1,49.7,22.1,40.3,111.4,100.0,46.4,1.7,91.03
9654,1,80.9,47.0,22.1,36.4,102.6,103.8,47.4,1.6,94.87,75.1,49.7,22.1,40.3,111.4,100.0,46.4,1.7,91.03
9728,1,79.3,43.7,20.4,33.0,99.0,115.7,48.2,1.47,90.36,75.1,49.7,22.1,40.3,111.4,100.0,46.4,1.7,91.03
9743,1,80.5,42.7,18.8,30.3,101.0,113.0,46.3,1.6,91.91,75.1,49.7,22.1,40.3,111.4,100.0,46.4,1.7,91.03
9811,0,84.5,47.2,30.5,40.0,115.3,106.8,49.2,1.75,89.07,73.3,48.8,27.9,41.0,109.4,102.2,51.9,1.38,90.72
9842,1,86.1,42.6,19.0,36.3,101.2,103.9,47.1,1.63,93.61,73.3,48.8,27.9,41.0,109.4,102.2,51.9,1.38,90.72
9858,1,88.8,42.8,27.6,38.0,102.2,103.2,48.8,1.58,96.3,73.3,48.8,27.9,41.0,109.4,102.2,51.9,1.38,90.72
9884,1,81.1,49.3,17.6,37.6,106.7,107.7,45.9,1.54,93.75,73.3,48.8,27.9,41.0,109.4,102.2,51.9,1.38,90.72
9896,1,81.1,44.0,19.2,39.6,103.9,105.2,50.4,1.8,89.91,73.3,48.8,27.9,41.0,109.4,102.2,51.9,1.38,90.72
9924,1,87.0,43.0,13.5,31.5,97.9,107.8,50.4,1.46,93.16,73.3,48.8,27.9,41.0,109.4,102.2,51.9,1.38,90.72
9938,1,88.8,42.8,27.6,38.0,102.2,103.2,48.8,1.58,96.3,73.3,48.8,27.9,41.0,109.4,102.2,51.9,1.38,90.72
9942,1,88.8,42.8,27.6,38.0,102.2,103.2,48.8,1.58,96.3,73.3,48.8,27.9,41.0,109.4,102.2,51.9,1.38,90.72
9985,1,73.3,47.8,14.3,49.1,106.1,110.7,46.1,1.33,90.88,81.0,50.0,9.3,37.8,104.5,98.8,49.3,1.29,100.38
10024,1,82.1,42.1,13.3,30.2,93.9,108.6,47.3,1.34,92.96,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10035,0,81.4,45.8,17.1,41.0,104.0,97.5,49.5,1.6,91.06,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10052,1,79.3,43.8,14.3,37.6,103.0,99.7,50.7,1.12,91.69,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10163,1,82.6,46.3,20.1,38.8,104.7,102.3,49.9,1.72,91.49,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10180,1,78.4,45.7,15.8,30.9,102.6,100.7,51.4,1.49,90.8,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10195,1,83.1,46.0,16.4,37.1,104.9,92.4,49.3,2.07,90.45,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10205,0,83.5,43.1,20.5,32.7,100.3,102.4,49.1,1.43,93.12,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10220,1,80.1,43.2,19.0,37.2,99.2,103.3,51.3,1.14,93.71,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10244,1,81.4,42.3,23.7,31.3,97.2,97.7,51.0,1.07,95.97,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10257,1,81.7,45.8,14.3,34.9,106.3,95.1,53.2,1.63,90.24,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10267,1,77.8,44.8,12.3,28.8,97.2,103.6,51.1,1.26,89.51,79.2,48.3,15.8,38.3,108.4,99.0,50.7,1.33,93.26
10322,1,80.3,45.0,16.2,33.8,101.7,103.7,50.7,1.54,90.85,78.5,49.1,15.5,42.3,110.7,98.0,51.5,1.45,93.27
10335,1,82.5,41.0,19.7,34.8,101.0,106.5,49.7,1.51,92.15,78.5,49.1,15.5,42.3,110.7,98.0,51.5,1.45,93.27
10427,1,79.0,43.9,29.7,38.8,105.6,100.0,50.1,1.44,89.92,78.5,49.1,15.5,42.3,110.7,98.0,51.5,1.45,93.27
10449,1,87.2,42.8,19.7,34.8,105.0,106.2,50.8,1.4,95.24,78.5,49.1,15.5,42.3,110.7,98.0,51.5,1.45,93.27
10465,1,81.0,45.2,21.0,29.2,104.0,99.1,51.0,1.25,93.97,78.5,49.1,15.5,42.3,110.7,98.0,51.5,1.45,93.27
10533,1,80.9,43.0,20.8,32.3,102.0,105.8,49.9,1.33,92.56,78.2,46.8,15.3,33.5,105.7,101.7,48.4,1.46,89.46
10539,1,81.7,45.7,20.6,36.2,105.2,103.4,49.1,1.53,89.81,78.2,46.8,15.3,33.5,105.7,101.7,48.4,1.46,89.46
10562,1,79.1,45.2,15.8,37.7,106.7,106.1,50.0,1.41,90.56,78.2,46.8,15.3,33.5,105.7,101.7,48.4,1.46,89.46
10632,1,77.4,46.2,27.9,37.4,105.3,104.9,51.3,1.23,90.47,78.2,46.8,15.3,33.5,105.7,101.7,48.4,1.46,89.46
