,Game_Result,Team1_FGA,Team1_FG_P,Team1_3PA,Team1_3P_P,Team1_OFFRTG,Team1_DEFRTG,Team1_REB_P,Team1_AST/TO,Team1_PACE,Team2_FGA,Team2_FG_P,Team2_3PA,Team2_3P_P,Team2_OFFRTG,Team2_DEFRTG,Team2_REB_P,Team2_AST/TO,Team2_PACE
10580,1,82.1,45.0,17.8,32.0,102.5,104.6,50.6,1.33,91.84,84.4,49.1,22.9,37.8,113.2,104.3,52.4,1.81,94.6
10598,1,77.4,46.2,27.9,37.4,105.3,104.9,51.3,1.23,90.47,84.4,49.1,22.9,37.8,113.2,104.3,52.4,1.81,94.6
10656,1,84.9,44.1,24.4,35.7,107.0,109.4,50.0,1.4,94.01,84.4,49.1,22.9,37.8,113.2,104.3,52.4,1.81,94.6
10673,1,81.1,44.8,23.6,35.9,103.1,105.3,48.1,1.58,92.99,84.4,49.1,22.9,37.8,113.2,104.3,52.4,1.81,94.6
10689,1,85.2,44.6,13.5,37.0,102.3,98.2,51.3,1.87,90.88,84.4,49.1,22.9,37.8,113.2,104.3,52.4,1.81,94.6
10740,1,79.1,45.2,15.8,37.7,106.7,106.1,50.0,1.41,90.56,84.4,49.1,22.9,37.8,113.2,104.3,52.4,1.81,94.6
10788,1,73.4,46.3,11.7,34.8,101.7,102.2,50.0,1.27,89.44,82.2,50.8,22.1,40.5,115.5,100.6,51.2,1.72,95.81
10806,1,82.7,46.7,14.7,37.7,108.6,104.7,52.9,1.56,91.94,82.2,50.8,22.1,40.5,115.5,100.6,51.2,1.72,95.81
10832,0,84.9,46.6,15.3,37.9,108.6,110.3,55.0,1.75,92.61,82.2,50.8,22.1,40.5,115.5,100.6,51.2,1.72,95.81
10838,1,80.4,44.8,15.5,35.1,105.3,100.4,50.4,1.39,89.63,82.2,50.8,22.1,40.5,115.5,100.6,51.2,1.72,95.81
10858,1,85.1,46.9,21.2,34.6,108.8,106.8,49.9,1.6,95.43,82.2,50.8,22.1,40.5,115.5,100.6,51.2,1.72,95.81
10907,1,84.9,46.6,15.3,37.9,108.6,110.3,55.0,1.75,92.61,82.2,50.8,22.1,40.5,115.5,100.6,51.2,1.72,95.81
10923,1,81.6,41.8,19.3,33.7,99.5,110.9,48.1,1.26,91.8,82.2,50.8,22.1,40.5,115.5,100.6,51.2,1.72,95.81
10931,1,83.9,44.0,23.1,36.1,105.7,112.0,48.7,1.39,92.74,82.2,50.8,22.1,40.5,115.5,100.6,51.2,1.72,95.81
10961,1,82.7,46.7,14.7,37.7,108.6,104.7,52.9,1.56,91.94,82.2,50.8,22.1,40.5,115.5,100.6,51.2,1.72,95.81
11014,1,82.0,46.3,24.7,36.5,107.6,106.2,50.5,1.21,96.83,84.0,44.6,23.0,32.6,107.6,105.6,47.7,1.89,98.5
11041,0,78.0,47.4,15.0,37.8,104.2,97.5,48.9,1.65,94.33,84.0,44.6,23.0,32.6,107.6,105.6,47.7,1.89,98.5
11085,1,82.6,44.7,20.0,36.8,105.3,107.1,49.8,1.56,96.35,83.1,47.0,20.8,42.9,111.9,101.4,51.5,1.62,95.31
11117,1,79.3,46.9,17.1,34.0,105.7,112.4,52.8,1.24,92.28,83.1,47.0,20.8,42.9,111.9,101.4,51.5,1.62,95.31
11139,1,80.4,46.3,14.1,34.9,103.3,104.8,49.4,1.58,93.86,83.1,47.0,20.8,42.9,111.9,101.4,51.5,1.62,95.31
11167,1,82.4,46.7,16.5,34.9,106.0,102.5,52.3,1.42,93.97,83.1,47.0,20.8,42.9,111.9,101.4,51.5,1.62,95.31
11188,1,80.6,43.7,16.7,35.0,101.1,106.8,50.2,1.57,93.89,83.1,47.0,20.8,42.9,111.9,101.4,51.5,1.62,95.31
11200,1,76.1,47.3,24.7,38.9,109.2,101.2,51.7,1.41,91.13,83.1,47.0,20.8,42.9,111.9,101.4,51.5,1.62,95.31
11229,0,77.4,47.0,19.0,35.3,107.9,103.2,50.6,1.73,90.93,83.1,47.0,20.8,42.9,111.9,101.4,51.5,1.62,95.31
11284,1,85.1,46.1,19.1,41.2,107.3,111.5,51.5,1.28,97.78,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11299,1,77.9,44.5,13.9,31.5,101.5,102.1,52.1,1.43,89.82,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11323,1,83.4,46.1,22.1,43.4,105.6,109.3,47.9,1.41,95.47,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11338,1,77.2,46.0,16.4,36.0,102.7,101.4,49.4,1.65,90.56,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11353,1,80.1,43.9,17.3,33.9,105.1,103.8,50.6,1.54,89.91,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11376,1,78.9,41.7,13.4,36.8,98.7,102.0,49.5,1.28,90.38,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11398,1,83.2,45.6,10.9,34.2,104.8,103.3,50.2,1.41,93.01,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11412,1,80.8,48.3,21.5,37.5,108.4,109.5,49.4,1.57,95.4,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11429,1,77.9,46.7,22.1,37.2,112.0,110.2,50.5,1.36,95.7,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11444,1,82.5,42.6,15.5,33.0,99.4,104.8,48.1,1.22,95.17,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11461,1,79.9,46.3,17.4,31.0,105.9,101.7,51.3,1.47,92.53,80.5,47.7,23.9,38.7,110.4,102.8,49.1,1.9,92.79
11489,1,82.7,45.8,15.9,30.9,108.4,110.5,51.0,1.46,94.42,79.3,46.9,18.1,36.4,108.5,102.1,50.3,1.55,93.63
11547,1,85.3,45.1,19.7,37.7,105.2,107.6,51.1,1.18,97.2,79.3,46.9,18.1,36.4,108.5,102.1,50.3,1.55,93.63
11581,1,77.1,44.8,23.1,36.5,105.6,108.2,48.2,1.7,89.53,79.3,46.9,18.1,36.4,108.5,102.1,50.3,1.55,93.63
11597,1,80.6,48.5,19.5,41.9,114.3,109.7,49.4,1.67,95.68,79.3,46.9,18.1,36.4,108.5,102.1,50.3,1.55,93.63
11620,1,83.9,46.0,12.4,28.6,102.5,112.7,47.0,1.66,93.19,79.3,46.9,18.1,36.4,108.5,102.1,50.3,1.55,93.63
11636,1,86.3,44.5,24.6,36.3,109.1,108.2,46.3,1.76,96.47,79.3,46.9,18.1,36.4,108.5,102.1,50.3,1.55,93.63
11698,1,85.5,44.7,22.3,32.7,108.6,110.7,49.6,1.74,94.23,79.3,46.9,18.1,36.4,108.5,102.1,50.3,1.55,93.63
11851,1,79.3,46.7,20.4,38.4,110.9,106.7,50.7,1.43,93.03,79.2,47.8,18.1,44.7,109.0,102.7,50.5,1.68,91.67
11869,1,83.9,42.3,17.5,31.6,99.7,109.6,48.6,1.63,91.67,79.2,47.8,18.1,44.7,109.0,102.7,50.5,1.68,91.67
11886,1,84.1,46.9,9.8,37.3,107.0,102.1,49.8,1.52,93.5,79.2,47.8,18.1,44.7,109.0,102.7,50.5,1.68,91.67
11923,1,75.3,49.3,18.3,36.9,113.2,108.9,52.4,1.54,90.27,81.1,47.9,23.8,38.4,111.2,110.9,47.8,1.55,92.41
11932,0,85.8,44.6,18.2,32.9,111.3,100.5,50.8,2.12,88.75,81.1,47.9,23.8,38.4,111.2,110.9,47.8,1.55,92.41
11962,1,83.7,47.8,15.2,35.0,109.8,113.9,50.2,1.86,90.73,81.1,47.9,23.8,38.4,111.2,110.9,47.8,1.55,92.41
11974,1,86.9,46.2,16.4,39.3,104.2,108.2,52.9,1.27,98.31,81.1,47.9,23.8,38.4,111.2,110.9,47.8,1.55,92.41
12034,1,76.7,44.9,11.5,26.6,99.3,109.3,48.5,1.5,89.07,81.1,47.9,23.8,38.4,111.2,110.9,47.8,1.55,92.41
12050,1,87.5,46.5,21.3,39.3,107.0,109.2,48.1,1.53,96.82,81.1,47.9,23.8,38.4,111.2,110.9,47.8,1.55,92.41
12101,0,78.9,46.2,19.9,35.4,110.9,104.4,51.5,1.65,87.28,81.1,47.9,23.8,38.4,111.2,110.9,47.8,1.55,92.41
12120,0,74.2,46.8,11.9,31.6,103.6,100.2,49.5,1.57,89.31,81.1,47.9,23.8,38.4,111.2,110.9,47.8,1.55,92.41
12140,1,84.3,47.6,19.8,36.1,109.1,112.5,48.4,1.79,94.58,81.1,48.9,20.1,39.0,114.2,107.1,52.5,1.75,93.11
12174,1,87.4,44.6,18.4,24.5,104.1,109.7,51.8,1.43,96.56,81.1,48.9,20.1,39.0,114.2,107.1,52.5,1.75,93.11
12193,1,78.0,46.9,14.1,37.4,104.3,107.6,49.2,1.51,89.71,81.1,48.9,20.1,39.0,114.2,107.1,52.5,1.75,93.11
